ref:mise,fuel:diesel,fuel:octane_101,fuel:octane_100,fuel:octane_98,fuel:octane_95,fuel:cng,fuel:lpg,operator,brand,lat,lon
12350,,,,,,,,Masola S.N.C. di Masola Matteo e Mirko,,45.24814,11.81585
15491,yes,,,,yes,,yes,Callegaro Attilio S.N.C. di Callegaro Attilio e De Benetti Vania,Agip Eni,45.34136,12.01373
42189,,,,,,,,L.S. Marwin S.N.C. di Feleppa Luca & Ruzza Silvia,Repsol,45.32285,11.9975
47285,,,,,,yes,,Valli S.R.L.,,45.31723,12.00367
14485,yes,,,,yes,,yes,Valli S.R.L.,,45.31762,12.00441
14463,yes,,,,yes,,yes,Valli S.R.L.,,45.35351,12.00942
12738,,,,,,,,Furlan Marco,Costantin,45.18889,11.71094
45774,yes,,,,yes,,,Costantin S.P.A.,Costantin,45.1473,11.6449
36245,yes,,,,yes,,,Franzon S.N.C. di Franzon Giuseppe & C.,,45.57511,11.88716
40330,,,,,,,,Stocco Damiano,Tamoil,45.58479,11.8936
43679,yes,,,,yes,,,Costantin S.P.A.,Costantin,45.19986,11.56746
12368,yes,,,,yes,yes,yes,A.F. Petroli S.P.A.,AF Petroli,45.37392,11.98758
43810,yes,,,,yes,,,Bogoni Alfonso & C. - S.A.S. di Bogoni Carlo & C.,Bogoni,45.36791,11.9851
9622,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,45.38245,11.96938
43954,,,,,,,,Contiero Simona,,45.37603,11.98094
10409,yes,,yes,,yes,yes,yes,Energia S.R.L.,,45.4154,11.79564
37666,yes,,,,yes,,yes,Bortolamei S.R.L.,Benza,45.38392,11.78154
19859,yes,,yes,,yes,,,Valeservice di Valeria Bezze & C S.A.S.,Tamoil,45.39036,11.8056
31273,,,,,,,,Bassan Marco,Agip Eni,45.18418,11.72505
8381,yes,,yes,,yes,,,Castellin Ilaria & C. S.N.C.,Tamoil,45.18189,11.74789
26182,,,,,,,,Fratelli Pastore di Pastore Giuseppe e Lorenzo S.N.C.,Total Erg,45.1806,11.75589
17218,yes,,,,yes,,,Balotta Nicola e Mardegan Marco S.N.C.,Esso,45.12769,11.76322
21688,,,,,,,,Casaro L. & Beggiato L. S.N.C.,Retitalia,45.12567,11.76431
36854,,,,,,,,D.A.R.M. Petroli S.R.L.,,45.13066,11.75998
36507,yes,,,,yes,,,Bogoni Alfonso & C. - S.A.S. di Bogoni Carlo & C.,Bogoni,45.34586,11.67473
30338,yes,,,,yes,,,Braghetta S.A.S. di Braghetta Luigi & C.,San Marco Petroli,45.37199,11.73331
36726,yes,,yes,,yes,,,Schiavon Daniel,Agip Eni,45.65233,11.84045
30996,,,,,,,,Toniato Giuseppe,Esso,45.64513,11.81587
5192,yes,yes,,,yes,,yes,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,45.33411,11.75116
43155,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,45.57226,12.00368
36637,,,,,,,,Favaro Michele,Tamoil,45.57225,12.00368
27677,,,,,,,,Mason F.Lli S.N.C. di Mason Lorenzo & C.,,45.58627,12.05014
39639,yes,,,,yes,,yes,Costantin Distribuzione e Servizi S.R.L.,Costantin,45.21435,11.83292
39787,yes,,,,yes,,,Braghetta S.A.S. di Braghetta Luigi & C.,Major,45.19446,11.44542
4099,,,,,,,,Bortolamei S.R.L.,Benza,45.44609,11.73391
22683,yes,,,,yes,,,Contado Luciano & Ivan S.N.C.,,45.41133,11.71831
12377,yes,,,,yes,,yes,A.F. Petroli S.P.A.,AF Petroli,45.46907,11.8645
6501,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,45.45354,11.8857
18858,,,,,,,,"F.Lli Brusegan di Boris, Silva & C. S.N.C.",Agip Eni,45.41913,11.98566
26081,,,,,,,,Canaia Rinaldo,Agip Eni,45.44026,11.97669
31038,yes,,,,yes,,,Costantin Distribuzione e Servizi S.R.L.,Costantin,45.42108,11.98077
43718,yes,,yes,,yes,,yes,Gasolinera Società a Responsabilità Limitata Semplificata,Agip Eni,45.4191,11.98566
44906,yes,,,,yes,yes,yes,Gabogas 2 di Galvagni Gualtiero & C. S.A.S.,Europetrol,45.44032,11.93773
34555,,,,,,,,Center Service S.N.C. di Salviato Renato & Maniero Nadia,Major,45.42432,11.97194
36014,yes,,,,yes,,yes,Braghetta S.A.S. di Braghetta Luigi & C.,Major,45.43402,11.94745
25365,yes,,,,yes,,yes,Bragagnolo S.R.L.,Vega,45.44929,11.98811
21158,yes,,,,yes,,,"Gierresse S.N.C. di Ravazzolo Stefano, Ravazzolo Gastone Con Sigl a Gierresse S.N.C.",Esso,45.5921,11.85772
16506,yes,,,,yes,,,Tombolato Luciano,,45.60904,11.85926
38898,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,45.16915,11.6643
45584,,,,,,,,Trioils S.N.C.di Calzolari Giovanni & C.,Api-Ip,45.471,11.81448
20631,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,45.48973,11.8011
30666,yes,,,,yes,yes,yes,S.E. S.A.S. di De Lucia Serena & C.,Costantin,45.48858,11.97776
14151,,,,,,,,Fratelli Longhin S.N.C.,Agip Eni,45.49571,11.97059
17759,yes,,,,yes,,yes,Berto Carburanti S.N.C.di Berto Giannina & C.,Europetrol,45.50931,11.97572
12708,yes,,,,yes,,,Bogoni Alfonso & C. - S.A.S. di Bogoni Carlo & C.,Bogoni,45.32841,11.63927
9843,yes,,yes,,yes,,yes,Zanella S.N.C. di Zanella Manuel e C.,Tamoil,45.31945,11.63904
20368,yes,,,,yes,,,Rotola Fabio,Api-Ip,42.28904,14.00626
26095,yes,,,,yes,,,Eni Fuel S.P.A.,Agip Eni,42.25214,13.95206
46427,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,42.21501,13.82041
9019,,,,,,,,Corazzini Franco,Tamoil,42.21496,13.82035
22691,yes,,,,yes,,yes,Orlando Zopito,Total Erg,42.46664,14.0948
34510,,,,,,,,Tocco Nicolino,Agip Eni,42.1644,14.00351
16015,yes,,,,yes,,,Marganella Luca Silvio,Q8,42.23486,13.92671
42662,yes,,,,yes,,,Al-gedi S.R.L.,Api-Ip,42.34953,13.96608
44622,yes,,,,yes,,,Bps Petroli S.R.L.,,42.36549,14.08769
18292,,,,,,,,Ciarciaglini Meri,Total Erg,42.39012,14.13215
4846,yes,,,,yes,yes,yes,Compressione Metano Abruzzo di Boccanera Giovanni & C.,,42.33959,14.11664
41203,yes,,,,yes,,yes,Energia S.N.C. di Ambrosini Alessandro & C.,,42.39013,14.13216
14734,yes,,,,yes,,,Ennio Laureti S.R.L.,Api-Ip,42.34546,14.11263
44679,,,,,,,,Di Gioacchino Danilo S.R.L.,Api-Ip,42.36531,14.08737
10898,yes,,,,yes,yes,yes,So.Pe.A. - Società Petroli Abruzzo - di Partenza Paola & C. S.A.S.,,42.41294,14.15105
10899,yes,,,,yes,,,So.Pe.A. - Società Petroli Abruzzo - di Partenza Paola & C. S.A.S.,,42.36556,14.09138
14589,yes,,,,yes,,,Cimini Attilio,Total Erg,42.34604,14.12936
27382,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,42.52419,14.14035
46112,yes,,,,yes,,,Angolana Carburanti S.N.C.di Di Pronio Giuseppe e Cellinese Filippo,Esso,42.52612,14.13798
34061,yes,,,,yes,,,Laureti Petroli S.R.L.,,42.52009,14.09754
43610,,,,,,,,Vln di Ciro Orlando,Agip Eni,42.52079,14.11833
34060,,,,,,,,Area Servizi S.A.S. di Bruna Giovannetti,Agip Eni,42.52178,14.13902
45752,yes,,yes,,yes,yes,yes,Bkb Service S.R.L.,Agip Eni,42.49797,14.10522
41148,,,,,,,,O.S. Car Custom S.R.L.,Esso,42.52609,14.13797
8824,yes,,,,yes,,,Di Maurizio Francesco,Agip Eni,42.51923,14.06222
29555,yes,,,,yes,yes,,Martina Gas S.R.L.,,42.51864,14.13422
22041,,,,,,,,Occhiocupo Osvaldo & Sagazio Ernesto S.N.C.,Agip Eni,42.51495,14.12916
46633,,,,,,,,Opera Fuel S.R.L.,,42.32943,13.9
34495,,,,,,,,Granchelli Antonio,Api-Ip,42.37913,13.90402
33903,,,,,,,,Granchelli Claudio,,42.36501,13.8866
27170,yes,,,,yes,,,L&f S.R.L.,Api-Ip,42.47332,14.08293
17914,yes,,,,yes,yes,yes,Martina Gas S.R.L.,,42.44477,14.04943
19569,yes,,,,yes,,,Sciarra Alberto,Api-Ip,42.30661,13.9337
44689,,,,,,,,Dila.Oli S.A.S. di Andreoli Paolo e di Lauro Giovanni,Agip Eni,42.49089,14.00037
28966,,,,,,,,Di Tullio Amelia S.N.C. di Pompili Gabriele,,42.44247,13.8215
28590,yes,,,,yes,,,Itala Petroli S.R.L.,Api-Ip,42.25208,14.0235
44876,,,,,,,,Alento Fuel S.R.L.,,42.38409,13.9643
43390,,,,,,,,Granchelli Carburanti di Granchelli Alessio,Agip Eni,42.43166,13.98342
41318,yes,,,,yes,,yes,Di Biase Vincenzo S.A.S. di Andrea Stefano di Biase & C.,Esso,42.29905,14.04657
28585,yes,,,,yes,,yes,Itala Petroli S.R.L.,Api-Ip,42.28492,14.02971
5535,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.31568,14.07793
43536,yes,,yes,,yes,,,Carlotta S.A.S.di Di Nizo Mihaleff Adriana & C.,Agip Eni,42.31113,14.05975
43535,yes,,yes,,yes,,,Carlotta S.A.S.di Di Nizo Mihaleff Adriana & C.,Agip Eni,42.31318,14.07201
26579,,,,,,,,Di Credico Fiorello,Agip Eni,42.31113,14.05973
26581,,,,,,,,Di Credico Fiorello,Agip Eni,42.31318,14.072
26098,yes,,,,yes,,,Eni Fuel S.P.A.,Agip Eni,42.50168,14.13714
33984,yes,,,,yes,,,Area di Servizio Davide Starinieri e Antonio Bellante S.N.C.,Agip Eni,42.50449,14.16226
40831,yes,,,,yes,,,Nuova Carbur S.R.L.,,42.5198,14.14572
4825,yes,,,,yes,yes,,D.A.M. di Boccanera Giovanni & C. S.A.S.,,42.49187,14.17323
9669,yes,,yes,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,Agip Eni,42.51204,14.15574
9627,yes,,,,yes,,,Ferri Antonio Stazione di Servizio Ip,Agip Eni,42.51924,14.159
41545,,,,,,,,Di Marcantonio Nevio Rene',Esso,42.50008,14.16705
42663,yes,,,,yes,,,Al-gedi S.R.L.,Api-Ip,42.50715,14.15744
45661,yes,,,,yes,,,Persefone S.R.L.,,42.50686,14.13923
17916,yes,,,,yes,,yes,Martina Gas S.R.L.,,42.51456,14.14194
26433,yes,,,,yes,,,Martina Carburanti S.R.L.,,42.50132,14.13313
31216,yes,,,,yes,,,Mennilli Petroli S.R.L.,,42.48168,14.11522
44784,yes,,,,yes,,,Arche' S.R.L.,,42.5213,14.1493
47420,yes,,,,yes,,,Gestione Carburanti - Società in Accomandita Semplice di Marcell O Grassetti,,42.48447,14.19522
32291,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.49906,14.17089
34232,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.50986,14.143
32464,,,,,,,,Evangelista F. & Starinieri F. S.N.C.,Api-Ip,42.50498,14.14281
38433,yes,,,,yes,,,Di Felice Giancarlo & C. S.N.C.,,42.49433,14.1845
37941,,,,,,,,Ag Carburanti di Core Anna Gioia,Total Erg,42.49838,14.16818
26472,yes,,,,yes,,,Martina Carburanti S.R.L.,,42.49496,14.17292
38895,yes,,,,yes,,,Petrol Vestina Società a Responsabilità Limitata Semplificata,,42.48807,14.12087
45361,yes,,yes,,yes,,,Giammarino Marco,Agip Eni,42.45602,14.08079
17910,,,,,yes,,,Martina Gas S.R.L.,,42.45186,14.06938
18903,yes,,,,yes,,yes,Cerasa Pasquale,Agip Eni,42.35485,14.02201
27099,,,,,,,,Ennio Laureti S.R.L.,Api-Ip,42.42594,13.92761
23216,yes,,,,yes,yes,yes,Diar S.N.C. Di D'Addazio Vincenzo & C,Agip Eni,42.42332,13.92987
35506,yes,,,,yes,,,Francesco di Marcoberardino,Api-Ip,42.45573,13.92482
7988,yes,,,,yes,,,Di Simone Luciano & C. S.N.C.,Agip Eni,42.45096,13.93419
27778,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,42.46511,14.20126
46087,yes,,,,yes,,,Gestioni Innovative Italia S.R.L.,Agip Eni,42.47984,14.19462
20809,yes,,yes,,yes,,,Agiprati S.N.C. di Perazzetti Gabriele & Ruggieri Mirella,Agip Eni,42.46423,14.17803
42057,yes,,,,yes,,,Sambenedetto Mario,Api-Ip,42.46906,14.20218
39071,,,,,,,,Brattelli Rolando,Api-Ip,42.45451,14.19448
19303,yes,,,,yes,,,Petrucci Paolo,Api-Ip,42.46027,14.22486
14991,yes,,,,yes,,,D'Ambrosio Carburanti Di D,Api-Ip,42.46918,14.19232
46265,yes,,yes,,yes,,,Di Cecco Roberto,Agip Eni,42.45343,14.19292
43928,,,,,,,,Di Russo Francesco,Api-Ip,42.4617,14.22296
32280,,,,,,,,Autofficina Meccanica di Costantini Alessandro,Api-Ip,42.47718,14.17049
30007,,,,,,,,Sarni S.R.L.,Q8,42.45772,14.22069
9670,yes,,,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,Agip Eni,42.44639,14.21185
30131,yes,,yes,,yes,,,D'Alessandro Antonio,Agip Eni,42.45875,14.21039
43695,yes,,,,yes,,yes,Cialini Giacomo,Agip Eni,42.4624,14.20441
9091,,,,,,,,Pellegrini Sergio & C. S.N.C.,Agip Eni,42.45064,14.23424
16572,yes,,,,yes,,,Corradetti Bruno Eredi S.N.C. di Corradetti Gianni e Maurizio,Esso,42.45252,14.20566
46659,,,,,,,,Di Primio Massimo,Esso,42.4649,14.20644
47214,yes,,,,yes,,,Petrolifera Adriatica S.P.A.,Esso,42.46534,14.2262
32382,yes,,,,yes,,,Cialini Giacomo,Api-Ip,42.46662,14.22229
41661,,,,,,,,Brattelli Sergio,Api-Ip,42.45383,14.20678
45482,yes,,,,yes,,,Fabio Car Wash - di Di Giambattista Fabio,Api-Ip,42.46166,14.22289
42918,yes,,,,yes,,,Petrol Vestina Società a Responsabilità Limitata,,42.49139,14.18022
17979,yes,,,,yes,,yes,Martina Carburanti S.R.L.,,42.44065,14.19759
26468,yes,,,,yes,,,Martina Carburanti S.R.L.,,42.46364,14.18689
29556,yes,,,,yes,,,Martina Gas S.R.L.,,42.4809,14.19356
47416,,,,,,,,Synergy S.R.L.,,42.4816,14.19209
5536,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.42911,14.18595
31028,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.47815,14.19663
31491,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.4516,14.22998
46037,yes,,,,yes,,,Petrolifera Adriatica S.P.A.,,42.43758,14.19499
6673,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,42.46336,14.20312
6674,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,42.44459,14.2155
24443,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,42.46638,14.20533
29329,yes,,,,yes,,,Gestioni Innovative Italia S.R.L.,Agip Eni,42.46311,14.20186
25393,yes,,,,yes,,,Gestioni Innovative Italia S.R.L.,Agip Eni,42.45231,14.22704
42718,yes,,,,yes,,,D'Orazio Gabriele,,42.45182,14.21836
41722,yes,,,,yes,,,Mi.Ca. S.R.L.,,42.46496,14.23305
40712,,,,,,,,Ditta Sozio di Pasquale & Innocenzo Sozio S.N.C.,,42.45349,14.20682
45048,,,,,,,,Desiderio Lorella,Api-Ip,42.47717,14.17049
46263,yes,,,,yes,,,Di Cecco Roberto,Agip Eni,42.43971,14.19608
44233,yes,,,,yes,,,Tarquini Luigi,Api-Ip,42.48124,14.19278
44234,,,,,,,,Tarquini Luigi,Api-Ip,42.47635,14.19879
18374,yes,,,,yes,,,Di Felice Giancarlo & C. S.N.C.,,42.46959,14.20166
37658,yes,,,,yes,,,Cialini Giacomo,Total Erg,42.45304,14.22045
33336,,,,,,,,X Fuel S.R.L.,,42.48158,14.19207
36610,yes,,,,yes,,,Di Matteo Alessio,Agip Eni,42.40184,14.05323
9672,yes,,,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,Agip Eni,42.42604,14.10658
26800,,,,,,,,Di Federico Vincenzo,Esso,42.39037,14.10683
24163,yes,,,,yes,,,F.Lli Napoletano Vincenzo e Bruno - S.N.C.,,42.4724,13.99183
9045,yes,,,,yes,,,Del Fattore Rino,Agip Eni,42.17452,13.83099
27199,yes,,,,yes,,,Digi.Cam S.N.C. di Camarra Massimo & di Giovanni Attilio,Esso,42.16609,13.83431
16845,yes,,,,yes,,,Casciano Jean Charles e Del Conte Gabriele - S.N.C,Esso,42.17566,13.8369
9541,yes,,,,yes,,,Petrol Abruzzo S.R.L.Società Unipersonale,Total Erg,42.21063,14.02533
43356,yes,,,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,Agip Eni,42.33676,14.02068
6296,yes,,,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,,42.32491,14.04713
44088,,,,,,,,Pascetta Mauro,Api-Ip,42.23341,13.98799
34050,,,,,,,,Cicchelli Domenica,Total Erg,42.2334,13.988
34577,,,,,,,,Di Primio Gabriele,Esso,42.26576,13.99813
47363,,,,,,,,Carburanti Italiani S.R.L.S.,Esso,42.26576,13.99812
8425,yes,,,,yes,,,Addario Emidio Antonio,Agip Eni,42.26437,13.99938
5661,,,,,,,,Tre Di Di D'Arcangelo Camillo & C. S.A.S.,Api-Ip,42.45376,14.17586
9432,yes,,yes,,yes,,,Zampacorta Giuseppe,Agip Eni,42.42063,14.15671
42357,,,,,,,,Costantini Carburanti di Giuseppe Costantini S.A.S.,Agip Eni,42.45884,14.11637
41562,yes,,,,yes,,,Ennio Laureti S.R.L.,,42.45412,14.18884
43694,yes,,,,yes,,,Cialini Giacomo,Esso,42.44264,14.17349
33985,yes,,,,yes,,,Sborgia Lucio,Api-Ip,42.42612,14.15945
47216,yes,,,,yes,,,Petrolifera Adriatica S.P.A.,,42.44773,14.18017
6297,yes,,,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,Q8,42.45435,14.1764
31830,yes,,,,yes,,,Ditta Sozio di Pasquale & Innocenzo Sozio S.N.C.,,42.4519,14.18638
26435,yes,,,,yes,,yes,Martina Carburanti S.R.L.,,42.46252,14.17362
11760,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,42.45335,14.18154
43946,yes,,,,yes,yes,,Margherita Distribuzione S.P.A.,Auchan,42.41729,14.15431
22405,,,,,,,,Mille Moreno,Api-Ip,42.45414,14.1888
25598,yes,,,,yes,,,Ciabotti Mario,Total Erg,42.22625,13.92473
44625,yes,,,,yes,,,Soc.F.Lli di Berardino & C S.N.C.,Total Erg,42.23937,13.9274
43592,yes,,,,yes,,,Arche' S.R.L.,,42.24646,13.93998
34984,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.09536,12.56647
7510,,,,,,,,Barabani & Costantini S.N.C. di Barabani Silvana e Costantini Gino in Breve Barabani & Costantini,Agip Eni,43.02708,12.63701
35090,,,,,,,,Petrignano 1 S.A.S. di Proietti Chiara & C.,Esso,43.09636,12.54062
28416,,,,,,,,Aldofri Alfredo,Api-Ip,43.06623,12.6206
31379,yes,,,,yes,,,Multiservice Umbria Società a Responsabilità Limitata Semplific Ata,Total Erg,43.04071,12.62228
8185,yes,,,,yes,,,Romoli Lorena,Total Erg,43.10665,12.53641
31931,yes,,,,yes,,yes,Stazione di Servizio Gambacorta di Cicognola Ornella,Api-Ip,43.06298,12.56658
25222,,,,,,,,Bazzucchi Mirco S.N.C.,Api-Ip,43.05453,12.57194
31195,yes,,,,yes,,,Pettinelli Marcello,Total Erg,43.05524,12.57909
4461,yes,,yes,,yes,,,Umbria Gas S.P.A.,Agip Eni,43.05995,12.57233
28308,yes,,yes,,yes,,,A. Forini di Renzo e Orlando Forini S.R.L.,,43.07647,12.54164
47438,,,,,,,,Petrini Combustibili S.R.L.,Q8,43.0657,12.54883
4443,,,,,,yes,,Metano Auto Ro-la S.R.L.,Agip Eni,43.07796,12.51976
4040,,,,,,,,Ca.Ba.Gest. S.A.S. di Bacchi Ferdinando & C.,Q8,43.07146,12.52415
22472,yes,,,,yes,,yes,M.B. Carburanti S.A.S. di Bacchi e Mercantini,Sacat,43.06495,12.52558
7873,yes,,yes,,yes,,,Abbati & Fagiolo S.N.C. di Abbati Gianfranco & C.,Agip Eni,43.07705,12.54004
4804,,,,,,,,Cioccoloni Giulio e C. S.N.C.,Total Erg,43.05624,12.56199
30695,,,,,,,,Gori Claudio,Api-Ip,43.0657,12.54883
8034,,,,,,,,Pinchi Eraldo,Api-Ip,43.07178,12.55003
14634,yes,,,,yes,,,Brunori S.N.C. di Brunori Fabio,Total Erg,43.06674,12.55454
14030,yes,,,,yes,,,Migno Paolo,Api-Ip,43.02196,12.49807
16606,yes,,,,yes,,,Grill Car Cacciamani Giovanni & C. S.N.C.,Esso,42.93561,12.61393
26873,yes,,,,yes,,,Mancia Mauro,Api-Ip,42.93535,12.61262
6893,,,,,,,,Stazione Servizio Esso di Cacciamani Fabrizio,Esso,42.93706,12.61949
5211,,,,,,,,Cacciamani Domenico,Api-Ip,42.97701,12.56985
5009,yes,,,,yes,,,G.F. Servizi - Società a Responsabilità Limitata,Api-Ip,42.83536,12.76285
33111,,,,,,,,Victoria Carburanti Società a Responsabilità Limitata,,42.83536,12.76286
32158,yes,,,,yes,,,Filippucci Deborah,Api-Ip,42.99713,12.58679
38542,,,,,,,,Nicki Carburanti S.R.L.,,43.00545,12.54597
31287,yes,,,,yes,,,Petrini Renzo e C. S.N.C.,Api-Ip,42.99308,12.58284
41583,,,,,,,,Stazione di Rifornimento di Sciattella Domenico,Q8,42.7215,13.01865
41544,,,,,,,,Stazione di Servizio Eni di Marinelli Adriano,Agip Eni,42.71613,13.01229
26275,,,,,,,,Caporicci Marco,,42.83483,12.7015
28905,yes,,,,yes,,,Bartoli Paolo,Api-Ip,42.81722,12.6922
45761,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,43.12311,12.04247
33604,yes,,,,yes,yes,yes,Gi.Enne S.N.C.di Gabriele Bevilacqua e Nicola Pomerani,Beyfin,43.1495,12.02164
32019,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.12067,11.97304
39892,yes,,,,yes,,,Enerpetroli S.R.L.,Esso,43.12383,12.0443
4142,yes,,,,yes,yes,yes,Fratelli Trentini di Trentini Massimo e C. S.N.C.,Api-Ip,43.10458,12.04211
15233,yes,,yes,,yes,,,Giuliacci Nicola,Agip Eni,43.08952,12.05444
21907,,,,,,,,Petito Agnese,Oil Italia,43.12351,11.95427
19415,yes,,yes,,yes,,,"Oasi S.N.C. di Deboli M., Nappini G., Pomerani R.",Agip Eni,43.12509,12.04614
46507,yes,,,,yes,,,Bamonte Gian Carlo,Oil Italia,43.12352,11.95427
19944,,,,,,,,Giambini Roberto,Api-Ip,43.07505,12.05595
42329,,,,,,,,Autolavaggio Self Rapido di Beconi Francesco & C. S.A.S.,Tamoil,43.12311,12.04247
35370,,,,,,,,Camillo Fabio Antonio,Api-Ip,42.8129,12.91407
35128,,,,,,,,R.P. di Pregolini Luigi e C. S.A.S.,Agip Eni,43.51261,12.15008
22287,,,,,,,,Il Quadrifoglio S.N.C. di Acquisti-gaudenzi-smacchia,Total Erg,43.5061,12.15458
47318,yes,,,,yes,,,Chaper S.R.L.,Total Erg,43.50614,12.15456
4279,,,,,,,,"Area di Servizio Fondovalle dei F.Lli Pistella Alfredo, Antonio e C. S.N.C.",Api-Ip,42.93207,11.96772
44189,yes,,,,yes,,,Socciarello Michele,MyOil,43.00532,11.97948
31026,,,,,,,,D.A.R.M. Petroli S.R.L.,,42.95159,12.00489
22858,yes,,,,yes,,,"Giorgi Service S.N.C. di Giorgi Gianni, Massimiliano & C.",Api-Ip,42.96163,11.99759
13493,yes,,,,yes,,,Bicchieraro Marcello,Api-Ip,43.01158,12.01451
43735,yes,,,,yes,yes,yes,M & L di Mirko Sonnati & C. - S.A.S.,,43.00212,11.97096
21161,yes,,,,yes,,,Baccarini S.N.C. di Baccarini Enzo & C.,Api-Ip,43.36579,12.26738
44205,yes,,,,yes,,,Andrea & Giovanni Benvenuti S.N.C.,Api-Ip,43.46594,12.2324
47117,yes,,,,yes,,,Bodi Bilbil,Api-Ip,43.45219,12.24547
6603,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,43.45855,12.23572
7507,yes,,yes,,yes,,,Zangarelli Dario & C. S.A.S.,Agip Eni,43.4548,12.24365
16338,yes,,,,yes,,,Fratelli Tacchini S.N.C. di Tacchini Ernesto Ed Enrico,Agip Eni,43.46327,12.23936
46989,yes,,,,yes,,,Oasi Verde S.A.S. di Luconi Gianni,Agip Eni,43.4121,12.24759
29983,yes,,,,yes,,,Penta Petroli S.R.L.,Esso,43.35456,12.27923
41248,yes,,,,yes,,,Eurofall Service di Alunno Sauro,,43.38525,12.25364
8378,yes,,,,yes,yes,yes,Gas Service di Alessandro Brizzi & C. S.A.S.,Q8,43.42464,12.24979
8377,yes,,,,yes,yes,yes,Gas Service di Alessandro Brizzi & C. S.A.S.,,43.47209,12.24439
9355,yes,,,,yes,,,"I.C.M. Società in Nome Collettivo di Bruno, Cristiano e Fabrizio Maggi",ICM,43.37785,12.23759
8004,yes,,,,yes,,,Picchi Stefano,Agip Eni,43.41223,12.24862
18325,yes,,,,yes,,,C.Tre di Checconi Ivana & C. - S.N.C.,Api-Ip,43.36683,12.23698
8786,yes,,,,yes,,,F.Lli Calabresi S.N.C. di Calabresi Romano e Renato,Api-Ip,43.5013,12.20957
45858,,,,,,,,Rauseo Managements S.A.S. di Rauseo Giuseppe & C.,Api-Ip,43.45217,12.24544
37760,yes,,,,yes,,,La Sosta S.N.C. di Martinelli Antonio & C.,Esso,43.4855,12.22141
17390,yes,,,,yes,,,Elleci S.N.C. di Luisella Ciucci & C.,,43.37017,12.23754
43758,,,,,,,,Massetti Liliana,,43.4066,12.23383
15147,yes,,,,yes,,,P. & L. di Pietosi F. & Landi R. S.N.C.,Tamoil,43.4627,12.25244
34329,yes,,,,yes,,,Pacini Mauro,,43.37439,12.20181
16171,,,,,,,,Patriarchi Alessandro,,43.34874,12.16729
31235,,,,,,,,Autofficina 3m S.N.C. dei F.Lli Mariotti Alessandro - Giuliano - Ilio,Total Erg,43.45214,12.24547
41737,yes,,,,yes,yes,,Moretti S.N.C. di Moretti Marsilia e C.,,42.91735,12.38206
41738,yes,,,,yes,,,Moretti S.N.C. di Moretti Marsilia e C.,,42.90328,12.43445
33524,,,,,,,,Victoria Carburanti Società a Responsabilità Limitata,,42.90331,12.43448
4909,yes,,,,yes,,yes,Guglielmi Giulio,Q8,42.92883,12.39692
43661,yes,,,,yes,,,Eftimie Valentina,Api-Ip,42.92914,12.39668
36978,,,,,,,,Competcommerciale Petroli - Società a Responsabilità Limitata,,43.09857,12.31671
36218,yes,,,,yes,,,Pievaiola Società a Responsabilità Limitata Semplificata,CONAD,43.06625,12.30572
24494,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.1038,12.31945
30432,yes,,,,yes,yes,yes,Automigliorgas S.R.L.,Api-Ip,43.10095,12.31055
13502,,,,,,,,Faina Gianfranco,Total Erg,43.1622,12.30653
9353,yes,,,,yes,,,"I.C.M. Società in Nome Collettivo di Bruno, Cristiano e Fabrizio Maggi",ICM,43.10806,12.28635
47016,yes,,,,yes,yes,,Automigliorgas S.R.L.,Api-Ip,43.12923,12.26755
28914,yes,,,,yes,,,Pianeta Cospea S.R.L.,CONAD,43.09901,12.30785
