{,id,lat,lon,tags{,operator,brand,description,addr:postcode,addr:city,source:date,},}
,28686,46.08376742660194,13.180691599845886,,Emmevu Di Pierro Vincenzo,Agip Eni,Via Bardelli 4 33035,33035,Martignacco,2018-04-09,,
,36498,46.082473022066296,13.17371778406141,,Kaur Amandeep,Api-Ip,Via Spilimbergo Loc. Casanova 152 33035,33035,Martignacco,2018-04-09,,
,7267,46.089770365056495,13.144830101852449,,Servizi & Gestioni Italia S.R.L.,Q8,Via Spilimbergo 188 33035,33035,Martignacco,2018-04-09,,
,30719,46.10073832551654,13.172821998596191,,Singh Kulvir,Api-Ip,Loc. Torreano - Via Cividina  33035,33035,Martignacco,2018-04-09,,
,22114,46.05198713032496,13.050042621040348,,Som S.P.A.,Api-Ip,Via Divisione Julia 5 33036,33036,Mereto Di Tomba,2018-04-09,,
,38527,46.398452828027004,13.16725641489029,,Sarni S.R.L.,Sarni Oil,Autostrada A23 Udine-Carnia-Tarvisio  Km. 67+500  Dir. Sud 33015,33015,Moggio Udinese,2018-04-09,,
,38644,46.08598423016059,13.362837731838226,,Bergamasco Michele,Total Erg,Via Nazionale 38 33040,33040,Moimacco,2018-04-09,,
,14665,45.96487487250062,13.192329704761505,,Bidoli Devis,Agip Eni,Via Buiatti 42 33050,33050,Mortegliano,2018-04-09,,
,31152,45.94455140766462,13.177100121974945,,Gattesco F.Lli Di Gattesco Ferruccio E Fiorenzo Snc,Esso,Statale 353 Della Bassa Friulana  Km. 13  Dir. Sud 33050,33050,Mortegliano,2018-04-09,,
,16952,45.94192243799249,13.167934288360584,,Pascut Gabriele,Total Erg,Via Marconi 27 33050,33050,Mortegliano,2018-04-09,,
,24015,45.935777203154785,13.175404965877533,,Schiff Massimo,Pompe Bianche,Sr 353 Via Divisione Julia 67 33050,33050,Mortegliano,2018-04-09,,
,35710,45.93207258292168,13.146482706069946,,Coppino Mattia,Repsol,Statale 252 Di Palmanova  Km. 11.650  Dir. Dx 33050,33050,Mortegliano,2018-04-09,,
,16077,46.20066348763653,13.264248030830004,,Migueletto Raul Guillermo,Api-Ip,Piazza Mons.B.Alessio 5 33045,33045,Nimis,2018-04-09,,
,16630,46.19487203997601,13.256919980049133,,Meneghin Federico E C. Snc,Agip Eni,Via Udine 10 33045,33045,Nimis,2018-04-09,,
,36921,46.23586448908688,13.075167536735535,,Be.Oil Di Fabbro Edoardo & C. S.A.S.,Esso,Statale 463 Del Tagliamento  Km. 4 + 514  Dir. Sud 33010,33010,Osoppo,2018-04-09,,
,10473,46.487267092708876,12.864805921867173,,Cimenti Severino,Total Erg,Statale 355 Della Val Degano  Km. 10  Dir. Tolmezzo 33025,33025,Ovaro,2018-04-09,,
,39053,46.478883386261465,12.86772072315216,,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,Via Caduti 2 Maggio 35 33025,33025,Ovaro,2018-04-09,,
,40554,46.09295813399776,13.191875740885735,,Quaglia Cristina,Agip Eni,Via Dei Brazza'  30 33010,33010,Pagnacco,2018-04-09,,
,37002,46.12209739502607,13.188738775463094,,Tiemme Service S.A.S. Di Tribos Daniele Sebastiano & C.,Tamoil,Via Udine 10 33010,33010,Pagnacco,2018-04-09,,
,22031,45.805325575741016,13.086012303829193,,Movio Fiorenzo,Api-Ip,Via Nazionale 1/A 33056,33056,Palazzolo Dello Stella,2018-04-09,,
,28891,45.807845612929306,13.094428605471876,,Zu.Pe. Snc Di Zuliani Maurizio & C.,Q8,Statale 14 Della Venezia Giulia  Km. 88  Dir. Venezia - Trieste 33056,33056,Palazzolo Dello Stella,2018-04-09,,
,20014,45.895182644924304,13.309278041124344,,Zanello Giulio,Agip Eni,Viale Taglio 8/A 33057,33057,Palmanova,2018-04-09,,
,14695,46.51104946658066,13.002161085605621,,Moro Miria,Tamoil,Statale 52 Carnica  Km. 13+750  Dir. Austria 33026,33026,Paluzza,2018-04-09,,
,29762,46.52659887992749,13.012695461511612,,I.S. Industria Servizi S.A.S. Di Azzalini Mario,Oil Italia,Via Nazionale 2 33026,33026,Paluzza,2018-04-09,,
,11907,46.04335897405019,13.192581832408905,,Servizi & Gestioni Italia S.R.L.,Q8,Via Campoformido Ss. 13 Km.125+556 S/N 33037,33037,Pasian Di Prato,2018-04-09,,
,33531,46.046096276667996,13.196215334987642,,Rodaro Enzo & C. S.N.C.,Agip Eni,Via Campoformido 20 33037,33037,Pasian Di Prato,2018-04-09,,
,10570,46.527352170037865,13.119336068630219,,Matiz Alberto,Api-Ip,Via Roma  Sp. Val D'Incaroio 76 33027,33027,Paularo,2018-04-09,,
,38130,45.974647883530174,13.323436385250034,,Auto Metano Udine Di Rosso Cristian & C. Sas,Agip Eni,Via Aquileia 12 33050,33050,Pavia Di Udine,2018-04-09,,
,25828,46.0001492963969,13.274045884609222,,Ip Services S.R.L.,Api-Ip,Viale Grado  Località Lauzacco 48 33050,33050,Pavia Di Udine,2018-04-09,,
,25885,45.84145451676482,13.097140789031982,,Zanini  Milvia,Agip Eni,Via Ariis Snc 33050,33050,Pocenia,2018-04-09,,
,16933,46.50072868915158,13.301677846557595,,Agnola Mario,Total Erg,Statale 13 Pontebbana  Km. 179  Dir. Sud 33016,33016,Pontebba,2018-04-09,,
,23802,45.84788719145419,13.212773501873016,,Stazione Di Servizio Di Tavaris Stefano,Api-Ip,Via Udine  33050,33050,Porpetto,2018-04-09,,
,30162,46.15385346050457,13.291360884904861,,Pecile Luigino,Agip Eni,Via Rio Major 18 33040,33040,Povoletto,2018-04-09,,
,30690,46.096854876813545,13.28871488571167,,Duegi S.A.S. Di Gattesco Luca E C.,Q8,Via Monte Bianco 2 33040,33040,Povoletto,2018-04-09,,
,17626,46.009215435331335,13.253400756344604,,Moschione Loris,Agip Eni,Via Buttrio 59 33050,33050,Pozzuolo Del Friuli,2018-04-09,,
,36989,45.9769809723084,13.198351263999939,,Gestioni Europa - Societa' Per Azioni,Total Erg,Via Iv Genova Snc   33050,33050,Pozzuolo Del Friuli,2018-04-09,,
,17483,46.00153663862106,13.206783533096313,,Piccini Leonardo,Api-Ip,Viale Europa 21 33050,33050,Pozzuolo Del Friuli,2018-04-09,,
,40344,46.01572953279382,13.219060599803925,,Sarni S.R.L.,Sarni Oil,Autostrada A23 Palmanova-Udine  Km. 14 100  Dir. Nord 33050,33050,Pozzuolo Del Friuli,2018-04-09,,
,40343,46.01474602415807,13.218408823013306,,Sarni S.R.L.,Sarni Oil,Autostrada A23 Palmanova-Udine  Km. 14 100  Dir. Sud,. Sud,Pozzuolo Del Friuli,2018-04-09,,
,30322,46.03310720634793,13.301620847885147,,Policella Daniele,Agip Eni,Via Udine 22 33040,33040,Pradamano,2018-04-09,,
,35273,46.029504824669395,13.284142389893532,,Auto Metano Udine Di Rosso Cristian & C. Sas,Agip Eni,Via Canapificio 55 15 33100,33100,Pradamano,2018-04-09,,
,7293,46.02313061916407,13.2724928855896,,Servizi & Gestioni Italia S.R.L.,Q8,S.R. 56 Via Nazionale Sn 33040,33040,Pradamano,2018-04-09,,
,7268,45.79413390851301,13.031480644180306,,Servizi & Gestioni Italia S.R.L.,Q8,Ss. 14  33050,33050,Precenicco,2018-04-09,,
,19170,46.05865269052585,13.382816165685654,,Full Service Di Margutti Edi E Casella Lucia Snc,Api-Ip,S.P.48 Di Prepotto Km 7+276   33040,33040,Premariacco,2018-04-09,,
,39018,46.136565852884296,13.222294673323631,,Ghulam Kharian Di Ahmed Waqas Sas,Api-Ip,Statale 13 Pontebbana  Km. 48  Dir. Entrambe 33010,33010,Reana Del Rojale,2018-04-09,,
,7433,46.16336938141808,13.256340887992792,,Fioritto Luciano,Api-Ip,Via Del Ponte 4 33010,33010,Reana Del Rojale,2018-04-09,,
,8854,46.13977372865192,13.221691846847534,,Polli Cristian,Agip Eni,Statale 13 Pontebbana  Km. 138  Dir. Sud 33010,33010,Reana Del Rojale,2018-04-09,,
,13865,46.15811933492976,13.243647068738937,,Tiemme Service S.A.S. Di Tribos Daniele Sebastiano & C.,Pompe Bianche,Via San Marco 2 33010,33010,Reana Del Rojale,2018-04-09,,
,5077,46.078733709312075,13.301141560077667,,Bieffe Di Policella Roberto & C. Snc,San Marco Petroli,Statale 54 Del Friuli  Km. 5  Dir. Udine 33047,33047,Remanzacco,2018-04-09,,
,35999,46.060830673923675,13.31113412976265,,Gattesco Luca,Esso,Strada Provinciale 96  100 33047,33047,Remanzacco,2018-04-09,,
,20244,46.39501217301157,13.215304166078568,,Moretti Giovanni,Esso,Statale 13 Pontebbana  Km. 177+228  Dir. Udine 33010,33010,Resiutta,2018-04-09,,
,13270,46.54906232649217,12.854278838801633,,Pochero  Roberto,Api-Ip,Via Della Repubblica 80 33020,33020,Rigolato,2018-04-09,,
,12383,46.11174924213166,13.031027019023895,,D'Angelo Ivan,Agip Eni,Via Fagagna   33030,33030,Rive D'Arcano,2018-04-09,,
,35819,46.1210661698607,13.000803887844086,,Singh Manjit,Api-Ip,Via Carnia 87 33030,33030,Rive D'Arcano,2018-04-09,,
,27651,45.89020906811973,13.034751936878934,,Degano Cesare,Api-Ip,Via Codroipo 134 33061,33061,Rivignano Teor,2018-04-09,,
,27995,45.81145918511779,13.005398511886597,,De Paoli Silvio & C. S.N.C.,Api-Ip,Via Lignano 22 33050,33050,Ronchis,2018-04-09,,
,23352,45.79779889416177,12.993709444999695,,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,Corso Italia 75 33050,33050,Ronchis,2018-04-09,,
,15517,45.82792007896525,13.401228189468384,,Singh Gurdial,Api-Ip,S.P. 8 Aquileiense Km. 2+928 L.S.- Loc. San Nicolò - Via Jevada 20 33050,33050,Ruda,2018-04-09,,
,4238,46.14869569568543,12.988908290863037,,Buttazzoni Aleardo Di Moroso Paolo & C. S.A.S,Agip Eni,Statale 463 Del Tagliamento  Km. 17+262  Dir. Pordenone-Tarvisio 33038,33038,San Daniele Del Friuli,2018-04-09,,
,37251,46.1441570276951,12.97883927822113,,Arena Edoardo - Stazione Di Servizio Esso,Esso,Via Nazionale 12 33038,33038,San Daniele Del Friuli,2018-04-09,,
,9834,46.1606735994736,13.003302365526451,,Fioretto Mario,Esso,Statale 463 Del Tagliamento  Km. 15+461  Dir. San Daniele-Gemona,Emona,San Daniele Del Friuli,2018-04-09,,
,10193,46.15252215638055,13.008729544814514,,Ornella Michele,Esso,Via Trento Trieste 85 33038,33038,San Daniele Del Friuli,2018-04-09,,
,27646,45.827705195808186,13.23862222642822,,Ylli Service S.N.C. Di Hasramaj Ylli E C.,Esso,Viale Trieste 33/A 33058,33058,San Giorgio Di Nogaro,2018-04-09,,
,12287,45.83793256069819,13.211531639099121,,Pez Diego,Agip Eni,Via Leonardo Da Vinci 3 33058,33058,San Giorgio Di Nogaro,2018-04-09,,
,7326,45.834351314302005,13.194048356591793,,Som S.P.A.,Agip Eni,Statale 14 Della Venezia Giulia  Km. 97+260  Dir. Est 33058,33058,San Giorgio Di Nogaro,2018-04-09,,
,7283,45.82234153182329,13.215079898147565,,Servizi & Gestioni Italia S.R.L.,Q8,Sp. Dell'Aussa Corno Sn 33058,33058,San Giorgio Di Nogaro,2018-04-09,,
,39515,45.96753190709526,13.398225791752338,,Bff & Partners Di Monica Scaggiante E C. S.N.C.,Agip Eni,Via Palmarina  33048,33048,San Giovanni Al Natisone,2018-04-09,,
,24846,45.97354477923112,13.396177589893341,,B & T S.N.C. Di Bonessi M. & C.,Esso,Via Nazionale 32 33048,33048,San Giovanni Al Natisone,2018-04-09,,
,38794,45.95400994028467,13.394832462072372,,Robin'S Sas Di Mucchiut Sabrina E C.,Esso,Via Madonna Di Strada 5 33048,33048,San Giovanni Al Natisone,2018-04-09,,
,39189,45.983926092648325,13.405273177909862,,Riverside Entertainment  S.R.L.S. - Societa' A Responsabilita' Limitata Semplificata,Esso,Via Del Collio 12 33048,33048,San Giovanni Al Natisone,2018-04-09,,
,13037,46.11538832287033,13.505345882406573,,Terlicher Antonio & C. S.N.C.,Agip Eni,Via Cemur 12 33040,33040,San Leonardo,2018-04-09,,
,28207,45.89207517343998,13.378059267997742,,Tiemme Service S.A.S. Di Tribos Daniele Sebastiano & C.,Pompe Bianche,Via Gorizia 12 33050,33050,San Vito Al Torre,2018-04-09,,
,9179,46.09265460589632,13.073003963298788,,Lb Di Lauzzana Rita,Pompe Bianche,Via Nuova 3 33030,33030,San Vito Di Fagagna,2018-04-09,,
,25701,45.93117379030272,13.278858939702786,,Spangaro Stefano E C. S.A.S.,Pompe Bianche,Via Zompicco 93  33050,33050,Santa Maria La Longa,2018-04-09,,
,14643,46.02695258617841,12.937282472848892,,Da Angela Di Fabris Giacomino & C. - S.A.S.,Agip Eni,Via A. Fogazzaro 45 33039,33039,Sedegliano,2018-04-09,,
,22903,45.997307087428794,12.968077659606934,,Porfido S.N.C. Di Porfido Claudio & C.,Tamoil,Via Osoppo 17 33039,33039,Sedegliano,2018-04-09,,
,33487,46.4033988715109,12.823716618975368,,Bar Alla Posta Di Pacelli Giovanni,Api-Ip,Statale 52 Carnica  Km. 30  Dir. Ovest 33020,33020,Socchieve,2018-04-09,,
,39519,45.93871711391366,13.120349943637848,,Plus Service Di De Paoli Marco & C. S.N.C.,Esso,Statale 252 Di Palmanova  Km. 9+485  Dir. Palmanova 33030,33030,Talmassons,2018-04-09,,
,19925,45.94309289178443,13.100484162569046,,Marco Specogna & C. S.A.S.,Api-Ip,Statale 252 Di Palmanova  Km. 7+800  Dir. Palmanova 33030,33030,Talmassons,2018-04-09,,
,10567,46.212595693743715,13.212647438049316,,Astolfi Marco,Agip Eni,Via Udine 28 33017,33017,Tarcento,2018-04-09,,
,31546,46.206190724880926,13.188259712644935,,Toffolo Gianluca,Agip Eni,Statale 13 Pontebbana  Km. 146.398  Dir. Tarvisio 33010,33010,Tarcento,2018-04-09,,
,39125,46.506183051878644,13.565200346032725,,Collini Mauro,Agip Eni,Via Diaz 74 33018,33018,Tarvisio,2018-04-09,,
,40572,46.5054986127405,13.569216447347458,,Autostazione Rifornimenti S.N.C. Di Del Ross Alberto & C.,Esso,Via Armando Diaz 32 33018,33018,Tarvisio,2018-04-09,,
,7772,46.10461331812918,13.229480981826782,,Dal Magro Tiziana,Esso,Via Nazionale 44 33010,33010,Tavagnacco,2018-04-09,,
,31746,46.097050171713484,13.197435289621353,,Miani Carlo,Api-Ip,Viale Venezia  Snc 33010,33010,Tavagnacco,2018-04-09,,
,24421,46.11822009376689,13.217400325131166,,Vanello Eugenio & Figli S.P.A,Pompe Bianche,Via Marconi 90 33010,33010,Tavagnacco,2018-04-09,,
,25044,46.1000457228208,13.22202980518341,,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,Via Iv Novembre  37,E  37,Tavagnacco,2018-04-09,,
,35330,46.10020641336408,13.206297308206558,,Stazione Eni Di Mazza Giovanni,Esso,Via Milano 25 33010,33010,Tavagnacco,2018-04-09,,
,7128,46.11654900977194,13.223964454036718,,S.S.C. Societa' Sviluppo Commerciale S.R.L. In Sigla S.S.C. S. R.L.,Q8,Via Alfieri 10  33010,33010,Tavagnacco,2018-04-09,,
,23443,46.09420247716503,13.224946743265491,,Servizi & Gestioni Italia S.R.L.,Q8,Via Pascats  33010,33010,Tavagnacco,2018-04-09,,
,11911,46.10117768229761,13.23007049570083,,Servizi & Gestioni Italia S.R.L.,Q8,Via Nazionale 10 33010,33010,Tavagnacco,2018-04-09,,
,26747,46.10707013732029,13.220230405557231,,T.Z. Di Toso Vanessa,Total Erg,Via M. Buonarrotti 10 33010,33010,Tavagnacco,2018-04-09,,
,9735,46.40310291697202,13.018922209739685,,Bearzi Bruno,Esso,Via Giuseppe Marchi 2  33028,33028,Tolmezzo,2018-04-09,,
,33192,46.401099395027295,13.022355437278748,,Carboil S.A.S. Di Romanini Ivan & C.,Agip Eni,Via Giuseppe Marchi 14 14 33028,33028,Tolmezzo,2018-04-09,,
,7269,46.42034241151519,13.020995606151587,,Servizi & Gestioni Italia S.R.L.,Q8,Ss. 52 Bis Km. 1+620  33028,33028,Tolmezzo,2018-04-09,,
,11909,46.402793663221516,13.017414808273315,,Servizi & Gestioni Italia S.R.L.,Q8,Via Iv Novembre 6 33028,33028,Tolmezzo,2018-04-09,,
,29516,46.38958141591756,13.026266098022461,,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,Via Selet Zona Ind.Le Sud  1 33028,33028,Tolmezzo,2018-04-09,,
,8628,46.1116116424914,13.4071746468544,,Tomat Franca,Agip Eni,Via Crosada 5 33040,33040,Torreano,2018-04-09,,
,39261,45.82868510984381,13.280967099370969,,Gasoline S.A.S. Di Maccagnan Gian Luca & C.,Esso,Stradone Zuino Nord 244/A 33050,33050,Torviscosa,2018-04-09,,
,7328,46.28134123627377,13.080714748687797,,Som S.P.A.,Agip Eni,Via Onorio De Luca Snc 33010,33010,Trasaghis,2018-04-09,,
,7000,46.18890377456155,13.158417699350252,,Agrofriul Srl,Total Erg,Via Roma 16 33010,33010,Treppo Grande,2018-04-09,,
,31961,46.16568597396517,13.209279388885534,,De Vitt Cristiano,Api-Ip,Ss13 Km 144.556 Snc 33019,33019,Tricesimo,2018-04-09,,
,7232,46.150035073838474,13.220082521438599,,Stazione Di Servizio Di Morello Gil & C. S.N.C.,Api-Ip,Statale 13 Pontebbana  Km. 139+455  Dir. Tricesimo 33019,33019,Tricesimo,2018-04-09,,
,21028,46.16003787296834,13.210730795160543,,Sostero F.Lli S.N.C. Di Sostero Marco & Massimo,Esso,Via Nazionale 28 33019,33019,Tricesimo,2018-04-09,,
,6986,46.17060833038398,13.206003964140336,,Jetrent S.R.L.,Api-Ip,Via Pontebbana 69 33019,33019,Tricesimo,2018-04-09,,
,19841,46.090631117129504,13.214456588029861,,Mauro Andrea E Zuttion Catia S.N.C.,Agip Eni,Via Cotonificio 241 33100,33100,Udine,2018-04-09,,
,32420,46.10713016924544,13.264836519956589,,Aurora S.N.C. Di Shahu Renato & C.,Api-Ip,Via Cjarande 101 33100,33100,Udine,2018-04-09,,
,17020,46.03405721895055,13.266498148441315,,Auto Metano Udine Di Rosso Cristian & C. Sas,Pompe Bianche,Via Canapificio 55 33100,33100,Udine,2018-04-09,,
,35394,46.022084178697796,13.239779066470305,,Commercio Petroli S.R.L.,Costantin,Via Lumignacco S.P. 94 501 33100,33100,Udine,2018-04-09,,
,15815,46.05218858798084,13.238290697336197,,Covacich Luciano Snc Di Covacich L. & C.,Total Erg,Via Marsala 29 33100,33100,Udine,2018-04-09,,
,10954,46.04918359558623,13.248566086508163,,Bn Di Bressan Gianni & C. S.A.S.,Esso,Viale Palmanova 139 33100,33100,Udine,2018-04-09,,
,38336,46.064202265551614,13.212505280971527,,Gasoline Di Andrea De Benedetti,Esso,Via Monsignor Nogara 91 33100,33100,Udine,2018-04-09,,
,33088,46.07556544688124,13.237586617469788,,Esso Multiservice Di Simonin Andrea,Esso,Via Generale Antonio Cantore 31 33100,33100,Udine,2018-04-09,,
,40623,46.063129343951104,13.227257896665492,,Filling Station Motel S.R.L.,Agip Eni,Via Del Ledra 40 33100,33100,Udine,2018-04-09,,
,7366,46.10485386885043,13.26180562376976,,F.Lli Giliberti S.N.C. Di Giliberti Luca & Tiziano,Total Erg,Via Cjarande 30 33100,33100,Udine,2018-04-09,,
,33105,46.06799385036013,13.244361877441406,,Formaggio Fulvio,Esso,Viale Trieste 3 33100,33100,Udine,2018-04-09,,
,40409,46.15357698478143,13.21879506111145,,Gaidaros Di Bonopera Andrea,Agip Eni,Statale 13 Pontebbana  Km. 140  Dir. Nord 33100,33100,Udine,2018-04-09,,
,19094,46.07414759605813,13.204218596220016,,Grattoni Nicola & C. Sas,Esso,Via Martignacco 293 33100,33100,Udine,2018-04-09,,
,38540,46.074627008632596,13.272495232522488,,De Santa Alessandro,Api-Ip,Via Cividale 419 33100,33100,Udine,2018-04-09,,
,11096,46.07327974921212,13.267737329006195,,Peres Patrizio,Agip Eni,Via Cividale 357 33100,33100,Udine,2018-04-09,,
,9866,46.07114701046119,13.227762453442438,,Polli Valter,Api-Ip,Via Martignacco 5 33100,33100,Udine,2018-04-09,,
,33288,46.055855730044634,13.201138079166412,,Gestioni Innovative Italia S.R.L.,Agip Eni,Tangenziale Ovest Ss13 Km 127+464  33100,33100,Udine,2018-04-09,,
,31897,46.05060179546237,13.247844532402041,,Gestioni Innovative Italia S.R.L.,Agip Eni,Viale Palmanova 129 33100,33100,Udine,2018-04-09,,
,38728,46.01582639254665,13.269534409046173,,Fabro Michele,Q8,Statale 352 Di Grado  Km. 0+430  Dir. Palmanova 33100,33100,Udine,2018-04-09,,
,22954,46.01602383690201,13.257429599761963,,Ilariucci Andrea,Repsol,Statale 676 Tangenziale Sud Di Udine  Km. 2 750  Dir. Udine>Gorizia 33100,33100,Udine,2018-04-09,,
,30826,46.080582336525936,13.207497596740723,,Pietroniro Giuseppe,Repsol,Viale P.Pasolini 203 33100,33100,Udine,2018-04-09,,
,10689,46.028323416404625,13.258821666240692,,Ro.Ma Snc Di Adami Roberto & C.,Repsol,Viale Palmanova 458 33100,33100,Udine,2018-04-09,,
,37898,46.07282628786,13.213959790143576,,Rub Nawaz Ahmed,Agip Eni,Viale Leonardo Da Vinci 147 33100,33100,Udine,2018-04-09,,
,37899,46.04197590798026,13.221558427577975,,Rub Nawaz Ahmed,Agip Eni,Via Pozzuolo 249 33100,33100,Udine,2018-04-09,,
,6856,46.059476470365816,13.220152258872986,,Sclippa Lino,Q8,Via Mentana 123 33100,33100,Udine,2018-04-09,,
,16229,46.0546676257242,13.231350481510162,,Servizio Erg Di Marcovig Franco,Total Erg,Viale Delle Ferriere 18 33100,33100,Udine,2018-04-09,,
,40503,46.07366306234258,13.221866190433502,,Singh Jasbir,Api-Ip,Via Martignacco  87 33100,33100,Udine,2018-04-09,,
,13887,46.06452358293556,13.212007605311328,,Cravello Andrew,Agip Eni,Via Monsignor Giuseppe Nogara 92 33100,33100,Udine,2018-04-09,,
,35355,46.01663479232829,13.2569320499897,,Rigotto Nerio,Esso,Statale 353 Della Bassa Friulana  Km. 2479  Dir. Lignano 33100,33100,Udine,2018-04-09,,
,40858,46.05467302859518,13.231355880985575,,Stazione Di Servizio Fp Di Fabrizio Pellizzari,Total Erg,Viale Delle Ferriere 20 33100,33100,Udine,2018-04-09,,
,18673,46.03367933762296,13.246173146557567,,Padoano E Blasoni Snc Di Padoano Eros  E  C.,Api-Ip,Viale Konrad Adenauer 20 33100,33100,Udine,2018-04-09,,
,9917,46.0705771301227,13.196640014648438,,Stazione Di Servizio Ip Di Bacinello Alfio E Mauro S.N.C.,Api-Ip,Statale 13 Pontebbana  Km. 129+429  Dir. Udine Sud 33100,33100,Udine,2018-04-09,,
,11329,46.09163948146924,13.222413038839704,,Macorigh Mauro,Tamoil,Via Feletto 233 33100,33100,Udine,2018-04-09,,
,16463,46.059459477184376,13.248379322298433,,Meneghin Antonino & C. Snc,Agip Eni,Viale Xxiii Marzo 1848 16 33100,33100,Udine,2018-04-09,,
,13872,46.036915052777054,13.246404379606247,,Tiemme Service S.A.S. Di Tribos Daniele Sebastiano & C.,Tamoil,Via Adenauer 10 33100,33100,Udine,2018-04-09,,
,24662,46.07113851570682,13.237129638098168,,Policella Roberto,Total Erg,Via Caccia 25 33100,33100,Udine,2018-04-09,,
,38686,46.05521413655189,13.234670878434713,,Rafikul Islam,Total Erg,Viale Ferriere 3/C 33100,33100,Udine,2018-04-09,,
,18579,46.08751860182019,13.233024179935455,,Troina Massimo,Agip Eni,Viale Tricesimo 93 33100,33100,Udine,2018-04-09,,
,6987,46.039744810616895,13.252983838319778,,Jetrent S.R.L.,Api-Ip,Viale Palmanova 293 33100,33100,Udine,2018-04-09,,
,25830,46.073968367658104,13.202449038028703,,Ip Services S.R.L.,Api-Ip,Via Martignacco 248 33100,33100,Udine,2018-04-09,,
,25829,46.07888186473828,13.23479999999995,,Ip Services S.R.L.,Api-Ip,Piazzale Chiavris  33100,33100,Udine,2018-04-09,,
,25027,46.08582806191254,13.217086645506583,,Pallini Maurizio,Api-Ip,Via Colugna 175 33100,33100,Udine,2018-04-09,,
,38811,46.05669526226935,13.22894952394256,,Poci Hekuran,Agip Eni,Viale Duodo 20 33100,33100,Udine,2018-04-09,,
,26566,46.049589555386284,13.203900754451752,,Oil Italia Srl,Oil Italia,Viale Venezia 504 33100,33100,Udine,2018-04-09,,
,11914,46.037603178567025,13.246912245369003,,Servizi & Gestioni Italia S.R.L.,Q8,Via Adenauer Area Z.A.U. S/N 33100,33100,Udine,2018-04-09,,
,11913,46.07516278628746,13.238671253967254,,Servizi & Gestioni Italia S.R.L.,Q8,Via General Cantore 40 33100,33100,Udine,2018-04-09,,
,11912,46.07537070585658,13.226345948409971,,Servizi & Gestioni Italia S.R.L.,Q8,Via Pieri 18 33100,33100,Udine,2018-04-09,,
,11910,46.053450570524525,13.246617609786995,,Servizi & Gestioni Italia S.R.L.,Q8,Viale Palmanova 77 33100,33100,Udine,2018-04-09,,
,9038,46.32679469957625,13.134094397622675,,Di Bernardo Delia & Alba S.N.C.,Agip Eni,Via Pontebbana 26 33010,33010,Venzone,2018-04-09,,
,26568,46.36292743135437,13.135422617197037,,Oil Italia Srl,Oil Italia,Via Pontebbana 61 33010,33010,Venzone,2018-04-09,,
,4595,46.415549233702016,12.927969503239524,,Gesticarb Snc Di Lucchini Gian Pietro E Luca Sonia,Agip Eni,Statale 52 Carnica  Km. 19+041  Dir. Udine 33029,33029,Villa Santina,2018-04-09,,
,14798,46.41625017521785,12.919171857008337,,Centro Auto Di Polonia Valerio,Esso,Statale 52 Carnica  Km. 19  Dir. Ampezzo,Pezzo,Villa Santina,2018-04-09,,
,11906,46.414766285897215,12.931395744705242,,Servizi & Gestioni Italia S.R.L.,Q8,Ss. 52 Km.18+760 S/N 33029,33029,Villa Santina,2018-04-09,,
,28059,45.80644742271518,13.390892297029495,,A. & B. Sas Di Alvaro Alessandro & C.,Esso,Statale 14 Della Venezia Giulia  Km. 115+050  Dir. Trieste 33059,33059,Villa Vicentina,2018-04-09,,
