ref:mise;fuel:cng;source:date;price
41092;yes;23/01/2019 15:45:03;0.989
41146;yes;02/02/2019 09:19:14;1.024
41187;yes;02/02/2019 07:48:24;0.980
41197;yes;02/02/2019 09:02:56;0.945
41226;yes;28/01/2019 08:30:35;0.969
41259;yes;02/02/2019 14:32:05;0.998
41399;yes;30/01/2019 13:34:19;0.929
41413;yes;27/01/2019 15:43:43;0.990
41432;yes;31/01/2019 06:51:21;1.144
41462;yes;25/01/2019 07:45:00;0.995
41511;yes;01/02/2019 09:12:38;0.999
41522;yes;01/02/2019 18:04:05;0.999
41534;yes;02/02/2019 09:23:08;1.049
41539;yes;02/02/2019 07:11:28;0.949
41548;yes;02/02/2019 12:14:02;0.999
41569;yes;31/01/2019 07:00:55;1.130
41586;yes;02/02/2019 15:36:04;0.968
41594;yes;03/02/2019 00:20:21;1.024
41595;yes;23/01/2019 08:31:26;0.899
41618;yes;01/02/2019 10:54:58;1.019
41622;yes;29/01/2019 09:28:40;0.989
41653;yes;22/01/2019 07:45:26;0.999
41685;yes;29/01/2019 12:36:51;0.999
41686;yes;30/01/2019 15:21:09;1.009
41737;yes;26/01/2019 11:31:46;0.969
41763;yes;30/01/2019 06:09:09;0.979
41795;yes;01/02/2019 17:37:46;1.074
41856;yes;01/02/2019 15:42:48;1.065
41909;yes;29/01/2019 08:09:49;1.009
41927;yes;28/01/2019 16:31:22;0.988
41938;yes;29/01/2019 09:32:01;0.979
41976;yes;28/01/2019 08:15:17;0.960
41982;yes;30/01/2019 03:00:10;1.030
41990;yes;28/01/2019 10:28:27;0.998
42015;yes;01/02/2019 18:55:52;0.998
42074;yes;02/02/2019 09:21:35;1.096
42121;yes;01/02/2019 16:21:40;0.949
42139;yes;16/01/2019 10:38:01;0.959
42191;yes;02/02/2019 11:00:20;0.990
42202;yes;30/01/2019 16:16:34;0.955
42224;yes;01/02/2019 15:03:02;0.998
42228;yes;02/02/2019 12:27:13;1.105
42246;yes;28/01/2019 19:28:33;0.989
42298;yes;31/01/2019 12:20:22;1.049
42393;yes;02/02/2019 09:20:43;1.029
42445;yes;31/01/2019 07:28:46;1.119
42462;yes;02/02/2019 10:22:01;0.899
42485;yes;01/02/2019 19:25:46;0.989
42528;yes;25/01/2019 16:34:56;0.995
42532;yes;11/01/2019 11:35:19;0.980
42534;yes;28/01/2019 12:12:35;0.995
42550;yes;02/02/2019 08:31:53;0.897
42556;yes;28/01/2019 10:52:10;0.990
42667;yes;21/01/2019 09:40:46;0.998
42697;yes;01/02/2019 08:00:13;0.939
42699;yes;01/02/2019 08:40:20;0.965
42710;yes;31/01/2019 17:23:02;0.999
42725;yes;31/01/2019 08:15:30;1.049
42752;yes;27/01/2019 14:55:56;0.878
42766;yes;28/01/2019 11:28:12;1.020
42771;yes;29/01/2019 12:02:57;0.999
42772;yes;29/01/2019 11:59:18;0.999
42811;yes;21/01/2019 14:30:45;0.997
42820;yes;23/01/2019 08:39:04;1.049
42836;yes;02/02/2019 11:32:08;0.969
42857;yes;02/02/2019 03:31:54;0.989
42882;yes;07/01/2019 11:57:04;1.099
42904;yes;22/01/2019 11:40:34;1.099
42924;yes;31/01/2019 07:13:49;1.039
42940;yes;28/01/2019 19:34:17;0.999
42972;yes;29/01/2019 18:18:19;0.998
43015;yes;31/01/2019 22:45:00;0.929
43140;yes;31/01/2019 17:21:24;1.022
43159;yes;01/02/2019 17:38:43;1.074
43171;yes;01/02/2019 08:41:50;0.889
43174;yes;01/02/2019 08:43:57;0.909
43195;yes;01/02/2019 14:43:59;0.959
43228;yes;02/02/2019 11:28:03;0.959
43248;yes;01/02/2019 08:58:19;0.995
43283;yes;29/01/2019 12:22:46;0.997
43317;yes;28/01/2019 10:31:11;0.980
43327;yes;01/02/2019 08:15:13;0.985
43332;yes;01/02/2019 07:14:07;0.995
43492;yes;31/01/2019 14:09:51;1.018
43511;yes;24/01/2019 09:04:14;0.949
43643;yes;01/02/2019 19:18:40;0.938
43649;yes;28/01/2019 11:29:43;1.028
43650;yes;28/01/2019 11:30:11;1.028
43660;yes;15/01/2019 21:19:44;1.018
43686;yes;31/01/2019 08:21:48;0.999
43690;yes;02/02/2019 14:30:11;1.090
43764;yes;28/01/2019 18:01:26;0.988
43771;yes;01/02/2019 17:33:42;1.074
43778;yes;31/01/2019 17:24:25;0.918
43826;yes;31/01/2019 12:53:31;0.989
43830;yes;26/01/2019 08:35:13;0.999
43840;yes;29/01/2019 08:31:53;1.000
43853;yes;01/02/2019 13:44:36;0.959
43898;yes;01/02/2019 15:00:52;0.990
43942;yes;28/01/2019 08:36:30;0.001
43943;yes;30/01/2019 16:51:07;0.948
43945;yes;29/01/2019 08:39:51;0.987
43946;yes;02/02/2019 08:42:07;0.899
43949;yes;01/02/2019 11:18:49;1.099
43971;yes;31/01/2019 09:55:19;0.959
43993;yes;31/01/2019 14:55:17;1.119
44072;yes;31/01/2019 11:21:07;1.005
44113;yes;31/01/2019 06:39:34;1.036
44152;yes;25/01/2019 19:28:26;1.048
44153;yes;28/01/2019 11:33:40;1.018
44159;yes;02/02/2019 07:51:30;0.975
44184;yes;31/01/2019 17:16:27;0.989
44223;yes;01/02/2019 11:33:33;0.995
44231;yes;01/02/2019 17:54:24;0.949
