ref:mise,fuel:lpg,fuel:cng,operator,brand,lat,lon
14673,yes,,Castelli Bruno,Api-Ip,42.6823,13.66307
40460,,yes,Di.Va. S.R.L.,Agip Eni,42.68781,13.78153
14512,yes,,D'angelantonio Mario,Api-Ip,42.62798,13.65697
38330,yes,,Renzetti Lorenzo,GasAuto,42.70076,13.79547
42040,yes,,Nicki Carburanti S.R.L.,,42.61947,13.77831
29426,yes,,Servizi & Gestioni Italia S.R.L.,Q8,42.67499,13.75457
5638,yes,,Self Area Teramo - Mare S.N.C. di Stacchiotti D. & Macchiavelli M.,Api-Ip,42.67945,13.75976
13768,yes,,Antico Gabriele,Api-Ip,42.67404,13.73495
4552,,yes,Metano Puglia di Cardinali Mauro,,42.68823,13.77624
40742,yes,yes,Di Ubaldo Graziano,Api-Ip,42.79419,13.87524
7229,yes,,Planamente Maria,Esso,42.80479,13.92864
5169,yes,,Campion Marco e C. S.A.S.,Esso,45.80357,11.01919
23796,yes,,Ro-ma S.N.C. di Giulio Ropele,Agip Eni,45.98929,11.0974
38390,yes,,Condini Catia,Esso,45.98027,11.11661
5024,yes,,Casari Mauro,Tamoil,46.28502,11.43671
21961,yes,,Molinari S.A.S. di Molinari Massimo & C.,Esso,46.05128,11.48436
28150,yes,,Gruppo Nord Petroli S.R.L.,GNP,46.04903,11.47535
34936,yes,,Loro F.Lli-s.P.A.,Loro,46.04874,11.47584
23610,yes,,Leotti Paolo,Agip Eni,45.86898,10.58327
4130,yes,,Covi Nicola,Q8,46.26581,11.06073
3846,yes,,Eni Fuel S.p.A.,Agip Eni,46.14159,11.08736
3591,yes,,Wecar S.A.S. di Webber Gervasio & C.,Agip Eni,46.14059,11.08579
9741,yes,,Casagranda Bruno e C. S.N.C.,Esso,46.15038,11.22252
20721,yes,,Valentinelli Lorenzo,Agip Eni,46.33766,10.89552
3631,,yes,Feller Carburanti S.N.C. di Feller Gianni & C. in Sigla: 'noga Redo Est S.N.C.',Q8,45.90255,11.02754
40585,,yes,Nuova Sidap S.R.L.,Q8,45.90255,11.02764
3568,,yes,Nuova Sidap S.R.L.,Q8,45.90233,11.02632
10765,yes,,Banali Renzo e C. S.N.C.,Agip Eni,46.07602,11.2071
5081,yes,,Casagrande di Casagrande Marco e C. S.N.C.,Total Erg,46.04519,11.23504
36127,yes,,Camelo Service di Dellasega Riccardo,Agip Eni,46.30469,11.59518
26570,yes,,Cristoforetti S.p.A.,Cristoforetti,46.33796,11.61002
24278,yes,,Ip Services S.R.L.,Api-Ip,45.90086,10.85785
39464,yes,yes,G.M. di Grigore Marian,Agip Eni,46.04471,11.42276
37761,yes,,Bevacqua Luigi,Agip Eni,45.8712,11.01798
15139,yes,yes,Metano Rovereto S.N.C. di Perina Massimo e Zerbini Armando,,45.86433,11.01373
19576,yes,,N.E.W. Agip di Nardon Walter & C. S.A.S.,Agip Eni,46.18779,11.12701
31237,yes,yes,Scari S.R.L.,,46.2038,11.11911
12750,yes,,Bonani Giuliano,Agip Eni,46.42708,11.1419
21836,yes,,De.Ko S.A.S. di Kovacevic Esed,Repsol,46.06234,11.50099
4837,yes,,Mendini D. S.R.L.,,46.32939,11.0642
15810,yes,yes,G. & M. di Ferrato Greta & C. S.A.S.,Agip Eni,46.0959,11.0975
10056,yes,,Pellegrini e Dalfovo Mauro S.N.C.,Agip Eni,46.1312,11.1101
27164,yes,,Odorizzi Roberto,Q8,46.0872,11.10594
8259,,yes,"Petrol-airport S.A.S. di Degasperi Diego, Tomasi Luca & C.",Agip Eni,46.03848,11.12307
40642,yes,,Sartori S.A.S. di Sartori Andrea & C.,Q8,46.087,11.10532
21190,yes,,De.Ko S.A.S. di Kovacevic Esed,Repsol,46.04677,11.13093
9902,yes,,Rolando Renato & C. S.N.C. Siglabile Rolando & C. S.N.C.,Total Erg,44.91149,7.46055
39424,yes,,A.M. Service di Bertolino Andrea & C. S.N.C.,Total Erg,45.44473,7.92172
33462,yes,,Antonicelli Giuseppe,Agip Eni,45.10477,7.50475
33120,yes,,Kerotris - Società a Responsabilità Limitata,Kerotris,45.38016,7.73332
19596,yes,,Pezzo Caterina,Socogas,45.03034,7.59173
3742,yes,,De.Ma. di Desantis Roberto e C. S.A.S.,Agip Eni,45.00995,7.57856
5702,yes,,Viotto Igor,Q8,45.46559,7.95816
27471,yes,yes,Edy & Giovy Service S.N.C. di Ioncu Eduard e Dascal Ion,Agip Eni,45.14603,7.67723
39875,yes,,Economy S.R.L.,Total Erg,45.36903,7.98193
24876,,yes,Colombino & Pognant S.A.S. di Pognant Andrea & C.,Agip Eni,45.12422,7.22985
28357,yes,,Stazione di Servizio Beyfin Capuano Monica,,45.28087,7.74462
10540,yes,,Centro Calor S.R.L.,,44.83041,7.31806
22077,yes,,Distributore Ip di Vair Manuela,Socogas,45.13695,7.17596
33446,yes,,Elettro Tec di Rossetti Roberto,Tamoil,44.87167,7.40795
39427,yes,,Fratelli Baima S.N.C. - di Baima Besquet Ivano e Baima Besquet Flavio,Agip Eni,45.32189,7.65976
13383,yes,yes,Giani Dario & C. S.N.C. di Giani Dario e Musiari Ornella Siglabile Giani Dario & C. S.N.C.,Agip Eni,45.30824,7.87419
4849,yes,,"Franchino S.N.C. di Franchino Alessio, Franchino Daniele, Franchino Davide e Rosa Brusin Laura",Socogas,44.96629,7.57012
30116,yes,,Sanmartino Mauro e Meri S.N.C.,Europam,44.90402,7.65114
40555,yes,,Longobardi Andrea,Socogas,44.89084,7.67272
7296,yes,,Servizi & Gestioni Italia S.R.L.,Q8,44.84541,7.73207
28428,yes,,Full Power S.A.S. di Ghigo Caterina & C.,,44.8495,7.74192
34109,yes,,Gpl & Mec S.N.C. di Levantino Mario e C.,,44.87795,7.73317
9404,yes,,D&g Point Service S.N.C. di Margherito Giovanni e Palu' Diego,Api-Ip,44.83888,7.73099
3726,yes,,Vivocaffe' S.A.S. di Damiano Giuseppe e C.,Esso,44.87395,7.74665
18012,,yes,Ls1 Service di Santoiemma Luca,Total Erg,44.87134,7.70896
7301,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.16871,7.65381
34568,yes,,Sp 10 S.N.C. di Conti Sabrina & C.,,45.18176,7.67749
42627,yes,,Full Power 2 S.R.L.,Tamoil,45.1818,7.67744
39764,yes,,Top Gas S.A.S. di Locuratolo Luigi & C.,Agip Eni,45.16246,7.65503
40800,yes,yes,Savis S.N.C. di Massimiliano Vietti & Roberta Saccona,Total Erg,45.15674,7.70926
20694,yes,,Caffetteria Irene di Romano Giovanna Irene,Agip Eni,44.90403,7.55926
32042,yes,yes,Sirtam S.p.A.,Tamoil,45.36212,7.72755
36587,yes,,Desantis Roberto,Agip Eni,44.80635,7.37307
39924,yes,,Scaccianoce Francesco,Esso,44.77518,7.38769
23396,yes,,Doglioli Giuseppe Gianluca,Tamoil,44.7863,7.36734
37603,yes,,Centro Calor S.R.L.,,44.99864,7.85004
23490,yes,yes,Eredi Campidonico - S.p.A.,Total Erg,44.9781,7.83904
37910,yes,,Bertola Simone,Retitalia,44.99583,7.85703
18604,yes,,Arnoul Fabrizio,Q8,45.10496,7.33612
38275,yes,,Casale Danilo,Retitalia,45.19519,7.92085
37606,yes,,Centro Calor S.R.L.,,45.19668,7.92126
39750,yes,,Ip Services S.R.L.,Api-Ip,45.24154,7.89113
37909,yes,yes,Bertola Simone,Esso,45.18996,7.88096
8690,yes,yes,Epinot Mario,,45.23333,7.58839
6338,yes,,Galda - S.N.C. di Cantella Daniele e Cottini Alberta Siglabile Commercialmente Galda - S.N.C.,Repsol,45.21667,7.61134
5581,,yes,D'elia Giovanni,Agip Eni,45.09455,7.61865
31341,yes,,Cilservice Gas S.R.L.,Socogas,45.07944,7.59747
6028,yes,,Diana Giorgio,Esso,45.09679,7.59296
4884,yes,,De Luca Antonio,Api-Ip,45.09892,7.60842
21509,yes,,Petroltermica Comac - Olcea S.p.A.,,45.43669,7.82648
26973,yes,,F.Lli Buono S.N.C. di Buono Claudio & C. Siglabile f.lli Buono S.N.C.,Total Erg,44.97465,7.38431
4413,yes,yes,Motorgas S.R.L.,Tamoil,45.12512,7.59076
22253,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.12217,7.59868
21492,yes,,Petroltermica Comac - Olcea S.p.A.,,45.13065,7.58685
23248,,yes,G.A.D. S.N.C. di Mariella Daria Chiatello e Davide Mastrodomenico & C.,Tamoil,45.29417,7.74621
26306,yes,,Autolavaggio G.M. S.N.C. di Vazzana Fabrizio & C.,Agip Eni,45.21897,7.53767
4697,yes,,Nuova Sidap S.R.L.,Esso,44.92941,7.3695
35217,,yes,La Combustoil di Vignetta-guglielmone S.R.L.,,44.91795,7.36459
7280,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.04896,7.36367
38721,yes,,Gestioni Europa - Società Per Azioni,Total Erg,45.06416,7.60146
24530,yes,,Brescianini Pietro,Socogas,45.05355,7.59667
9907,yes,,A.C. Carburanti di Bommaci Antonino,Api-Ip,45.04899,7.60368
18845,yes,yes,B.S.A. S.N.C. di Bommaci Salvatore & C.,Tamoil,45.05691,7.59088
25209,,yes,Il Quadrifoglio S.R.L.,CONAD,45.47017,7.91279
22557,yes,,Vargas S.R.L.,,45.47692,7.86586
23247,yes,,G.A.D. S.N.C. di Mariella Daria Chiatello e Davide Mastrodomenico & C.,Tamoil,45.24966,7.74178
29701,yes,,Ip Services S.R.L.,Api-Ip,44.83398,7.62771
38442,yes,,Gestioni Europa - Società Per Azioni,Total Erg,44.81149,7.26623
7508,yes,,Autoservizi Chieresi di Mazzon Alex & C. Società in Accomandita Semplice Siglabile Autoservizi Chieresi di Mazzon Alex & C. S.A.S.,,45.00222,7.84227
42238,yes,,"Ls S.A.S. di Lo Torto Michele, Stilo Salvatore & C.",Esso,44.97694,7.6701
6094,yes,,Mittica di Mittica Giovanni & C. S.N.C.,DIS-CAR,44.94562,7.72081
33827,yes,,Corleone S.A.S. di Corleone Silvestro & C.,Q8,44.98286,7.6711
36055,yes,,Dis-car di Sarra Paolo & C. S.N.C.,DIS-CAR,44.9826,7.70707
7266,yes,,Servizi & Gestioni Italia S.R.L.,Q8,44.97914,7.70356
25138,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.01515,7.66841
3616,,yes,Cbc di Carniglia Luigi e C. S.A.S.,Agip Eni,44.97589,7.65762
41432,,yes,Fi&lo di Luigi Carniglia,Agip Eni,44.97581,7.65764
4473,yes,,Ventriglia Antonio & C. S.A.S.,,45.00554,7.6758
6032,,yes,Zancanella Massimo,Agip Eni,45.4859,7.86314
4312,yes,yes,Della Rocca Giovanni,Agip Eni,44.98582,7.6359
41746,yes,,Kiper S.R.L.,Kerotris,44.9854,7.62012
34189,yes,,Dis-car di Sarra Paolo & C. S.N.C.,DIS-CAR,44.9828,7.63206
3626,,yes,S.A.G.I. Società a Responsabilità Limitata S.R.L. Siglabile S.A.G.I. S.R.L.,Agip Eni,44.98127,7.64527
6024,yes,,Carullo Filippo,Total Erg,44.99808,7.63096
30087,yes,,N.F. di Maglione Nicola e Maglione Franco Teodoro S.N.C.,Agip Eni,44.93008,7.52854
5737,,yes,Marsano Diego,Agip Eni,45.00313,7.55253
39916,yes,,Gestioni Europa - Società Per Azioni,Total Erg,45.01417,7.52215
7265,yes,,Servizi & Gestioni Italia S.R.L.,Q8,44.99618,7.52905
26381,yes,,Venniro Vincenzo,Retitalia,44.99693,7.57336
16500,yes,,Zotti Pompeo,Socogas,44.99686,7.54861
40741,yes,,Re Luca,Q8,44.84961,7.33727
35308,,yes,R.S.M. S.N.C. di Romagnollo Marco Luca & C.,Agip Eni,45.34802,7.75337
36360,yes,,Unione Gas Auto S.p.A.,,45.34328,7.76477
38966,yes,,Gestioni Europa - Società Per Azioni,Total Erg,45.11204,7.56183
28398,yes,yes,Nova Coop Società Cooperativa,,44.88529,7.35329
4371,,yes,Lacqua Fabrizio,Agip Eni,44.88901,7.35686
40557,yes,,Rizzo Anna Maria,Total Erg,44.8896,7.38597
37192,yes,,Vtr Auto Società a Responsabilità Limitata Semplificata,Tamoil,44.89085,7.37416
34826,yes,,Eredi Campidonico - S.p.A.,Total Erg,44.98238,7.47049
32295,yes,,Europam S.p.A.,Europam,44.9797,7.47671
36354,yes,,Unione Gas Auto S.p.A.,,44.98084,7.48544
3743,yes,,De.Ma. di Desantis Roberto e C. S.A.S.,Agip Eni,44.90722,7.43114
3844,yes,,Eni Fuel S.p.A.,Agip Eni,44.90716,7.42881
34735,yes,,Economy S.R.L.,Total Erg,44.92212,7.86406
42628,yes,,Full Power 2 S.R.L.,Tamoil,44.90549,7.85502
4603,,yes,Reflex S.R.L.,Total Erg,44.93204,7.83203
11100,yes,,Goia Valter,Total Erg,44.88663,7.27735
29827,yes,,"Rossi Gas S.N.C. di Rossi Riccardo, Ezio & C.",Total Erg,44.99077,7.8669
12092,yes,,Acla P.V. S.R.L,,45.02102,7.55197
28588,,yes,Eredi Campidonico - S.p.A.,Repsol,45.01435,7.50039
40088,,yes,Ffs S.A.S. di Forgione Francesco & C.,Total Erg,45.02827,7.54174
6932,yes,,Dan Gas di Morletto Silvana,,45.31692,7.73088
30893,yes,,Catania Antonino,Socogas,45.08616,7.48302
37607,yes,,Centro Calor S.R.L.,,45.0466,7.56391
31850,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.04734,7.56355
39763,yes,,Mds di Montagono Davide,Socogas,45.0561,7.56354
24528,yes,yes,An. De. Gi. S.N.C. di Furlan Elena e Maniscalco Giuseppe,Tamoil,45.21395,7.54329
37608,yes,,Centro Calor S.R.L.,,45.38639,7.86262
4393,yes,,Fratelli di Bitetto S.N.C. di Christian di Bitetto e C. Siglabile f.lli di Bitetto S.N.C.,Api-Ip,45.44508,7.84514
34523,yes,yes,Edorado & C. S.N.C. di Gorbei Radu e Ioncu Eduard,Agip Eni,45.21744,7.78294
13403,yes,,Kt S.R.L.,Kerotris,44.91714,7.2413
40402,yes,,C.G.C. Centro Gomme Calo' di Calo' Federico,Tamoil,45.19409,7.62597
40197,yes,,M.D. Gestioni S.N.C. di Di Mase Elisa & Mazzarella Erminio,Total Erg,44.94689,7.80659
3468,yes,,Campesato Alberto,Total Erg,45.40806,7.84823
31053,yes,,Distribuzione S.R.L.,Q8,45.40859,8.01258
16443,yes,,La Carburanti S.R.L.,Tamoil,45.40736,8.01281
17546,yes,yes,Fabbricatore Fabio,,45.12437,7.76732
4699,yes,,Nuova Sidap S.R.L.,Esso,45.14697,7.76169
38770,yes,,Gestioni Europa - Società Per Azioni,Total Erg,45.15689,7.75213
3987,yes,yes,Ma. Gi. Ca. di Bagnolesi Giuseppe & C. S.N.C.,Agip Eni,45.13494,7.73553
36583,yes,,V.S.V. S.A.S. di Calandra Simone e C.,Esso,45.12432,7.76843
4141,yes,,Dalle S.A.S. di Dalle Alberto e C.,,45.53322,7.84324
24207,yes,,Coro S.R.L.,Total Erg,45.40766,7.88265
28617,yes,,Ip Services S.R.L.,Api-Ip,45.13803,7.09178
31777,yes,,Marcias Giovanni,,45.08102,7.73002
10493,yes,yes,Bomba S.R.L.,Socogas,45.10998,7.69732
5091,yes,,Piombino Antonio,Q8,45.09892,7.62094
41977,yes,,Economy S.R.L.,Total Erg,45.1092,7.72887
12936,yes,yes,Met.Au.To. di Giberti Mauro Giovanni,,45.10182,7.70371
12346,yes,yes,Sima S.A.S. di Mouth Dario & C.,Agip Eni,45.01623,7.61305
37645,yes,,Arc S.N.C. di Arroccese Giulian & C.,Esso,45.10945,7.64572
15575,,yes,Esposito Ugo,Tamoil,45.12602,7.70395
33529,,yes,Europacar Società Cooperativa,Tamoil,45.09937,7.63733
6388,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.10466,7.70245
20725,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.03557,7.62342
40179,,yes,Gestioni Europa - Società Per Azioni,Total Erg,45.08149,7.67823
7756,yes,,Toffee di Lauricella Marco & C. S.N.C.,Total Erg,45.10919,7.72888
12030,yes,,Ar.It.Co S.R.L.,,44.97611,7.7395
24369,yes,,S.R. di Scarpelli Angela Caterina & C. S.A.S.,Esso,44.96712,7.73538
37602,yes,,Centro Calor S.R.L.,,45.35707,7.65796
40205,yes,,Petroltermica Comac - Olcea S.p.A.,,45.36781,7.68026
31773,yes,,Gioda Agostino S.R.L.,,45.12084,7.64397
32427,yes,yes,Star Service S.R.L.,Tamoil,45.22618,7.94774
5761,yes,yes,Sa.Adri S.N.C. di Acquafresca Saverio e Monfredo Adriano Siglabile Sa.Adri S.N.C.,Tamoil,44.84742,7.50714
10543,yes,,Centro Calor S.R.L.,,44.77631,7.4904
25839,yes,,Laiolo Luca,Tamoil,44.80682,7.167
10558,yes,,Centro Calor S.R.L.,,45.28029,7.98675
5237,yes,yes,Eredi Campidonico - S.p.A.,Repsol,44.93068,7.75511
13819,yes,,Dama S.N.C. di Scardellino Davide e Alasonatti Mara,Total Erg,44.95484,7.50666
27328,yes,,Messana Antonella,,37.9968,12.95834
41207,yes,,Messana Saverio S.R.L.,,37.64622,12.74987
32780,yes,,Motoroil S.R.L.,,38.02051,12.87764
33846,yes,yes,Gas Point Società a Responsabilità Limitata,Api-Ip,37.68492,12.82377
39678,yes,,Balistreri Antonino,Api-Ip,37.59237,12.80585
19953,yes,,Angileri Giacomo,AP,37.8465,12.50758
31626,yes,,Stabile Andrea,,37.71811,12.52847
16244,yes,,Adamo Ignazio e Figli S.R.L.,Esso,37.7873,12.44463
16222,yes,,Adamo Ignazio e Figli S.R.L.,Esso,37.82566,12.51383
35919,,yes,Adamo Ignazio e Figli S.R.L.,AP,37.80895,12.44659
32338,yes,yes,Adamo Idrocarburi S.R.L.,Adamo Idrocarburi,37.68195,12.59892
37248,yes,,Ecolgas S.R.L.,Esso,37.97291,12.52538
33438,yes,,Novara Vincenzo,Api-Ip,37.98662,12.55565
28166,yes,,Tantaro Petroli S.R.L.,Api-Ip,37.80929,12.82946
36058,yes,,F.Lli Tantaro S.R.L.,TaOil,37.80545,12.86383
10414,yes,,Ecolgas S.R.L.,Esso,38.00471,12.54382
39244,yes,,Ditta La Franca Carlo di La Franca Benedetto & C. S.A.S.,,37.91714,12.50731
38225,yes,,Lo Grasso Giuseppe,,37.93912,12.70917
25822,yes,,Adamo Ignazio e Figli S.R.L.,Esso,38.01285,12.56936
23409,yes,,Commerciale Petroli Trapani S.R.L.,Esso,38.06075,12.60655
35734,yes,,Rauseo Gestioni S.A.S. di Rauseo Giuseppe,Esso,42.67568,12.55319
10275,yes,,Amerina Petroli S.R.L.,Esso,42.54601,12.4494
3905,yes,,Memo S.A.S.,Api-Ip,42.87667,12.01848
15520,yes,,B.C. Petroli di Beranzoni Angela Ed Alfredo S.N.C.,Total Erg,42.51445,12.356
3757,yes,,Giove Service di Sisti Giovanni & C. S.N.C.,Esso,42.49891,12.31206
29809,yes,,Foschi Francesco,Api-Ip,42.65499,12.51225
21736,yes,,M.C. di Cardaioli Jessica & C. S.N.C.,Esso,42.56237,12.5491
4866,yes,,Bertoldo Ettore,Agip Eni,42.53338,12.55684
4335,,yes,Metano Terni S.N.C. di Romanelli Bruno & C.,Api-Ip,42.55589,12.53321
24188,yes,,Tiber S.R.L.,,42.55288,12.53075
30425,yes,yes,Giovannini Artemio e Franco S.R.L.,Total Erg,42.48516,12.45239
5707,yes,,Pm Carburanti S.N.C. di Pastura Fabio e Menghini Ugo,Api-Ip,42.53066,12.51556
17814,yes,,Fratelli Trequattrini di Trequattrini Alberto e Ruggero S.N.C.,Agip Eni,42.71737,12.1239
4339,,yes,Metan Petroli S.N.C. di Romanelli Bruno e C.,Api-Ip,42.71915,12.12548
30409,yes,,Ip Services S.R.L.,Api-Ip,42.71964,12.13812
19581,yes,,Bb Carburanti S.N.C. di Brunotti Alessandro e Brunotti Leonardo,Q8,42.54351,12.59167
37329,yes,,B M S.N.C. - di Bartolini Marco & C.,Total Erg,42.5778,12.62398
4330,,yes,Metano Servizi S.N.C. di Caneva Antonio,,42.58203,12.68141
4337,,yes,Metano Terni S.N.C. di Romanelli Bruno & C.,,42.54368,12.60172
15308,yes,,Al.Em. S.A.S. di Strinati Alessandro,Agip Eni,42.56723,12.62818
16662,yes,,M.C.R. di Marsini Maria Carmina & C. S.N.C. in sigla M.C.R. S.N.C .,Api-Ip,42.55087,12.62667
20829,yes,,Servizi & Gestioni Italia S.R.L.,Q8,42.58265,12.61639
37330,yes,yes,B M S.N.C. - di Bartolini Marco & C.,Total Erg,42.56986,12.60985
37447,yes,,B.I.G. Bartolini Immobiliare Gestioni S.p.A.,Total Erg,42.5672,12.633
42470,yes,,Azienda Agraria Belvedere S.R.L.,Total Erg,42.5761,12.57389
31521,yes,,Vega Carburanti S.p.A.,Vega,45.7697,13.64677
28291,yes,,Depiera Ermanno,Repsol,45.63796,13.815
28130,yes,,Pozzobon Majcol,Total Erg,45.73708,11.96403
11030,yes,,Facin Fabrizio,Esso,45.788,11.99381
38586,,yes,Metano Autotrazione di Bianchin Fabio,Natural Gas,45.79335,11.99416
5230,yes,,Garage Miramonti S.R.L.,,45.9857,12.32437
40951,yes,,Nb S.N.C. di Negro Antonio,Q8,45.74024,12.29119
26155,yes,,S.I.A. Engineering Construction S.R.L.,Sia fuel,45.60118,12.27622
17032,yes,,Dinagas di Barea Otello & C. - S.A.S.,,45.61251,12.26432
28408,yes,,Reginato Eugenio e Gian Antonio S.N.C.,Agip Eni,45.68509,11.98743
22613,yes,,Geremia Ercole,Trivengas,45.66593,11.88792
4409,yes,,Gruppo Nord Petroli S.R.L.,GNP,45.85743,11.92985
3867,yes,,Chef Express S.p.A.,Q8,45.70346,12.60427
38327,yes,,Gestra Oil S.R.L.,MOVE 2,45.711,12.60419
4488,yes,,Noaloil S.p.A.,Noaloil,45.73136,12.57426
21403,yes,,Zanin Ottorino & C. S.N.C.,Total Erg,45.97448,12.18016
40299,yes,,Mz Service S.N.C. di Maugliani Antonio e Zanotto Rosanna,,45.85616,12.41853
14523,yes,,Marcon Mauro & Giuseppe S.N.C.,Tamoil,45.95762,12.35021
36253,yes,,Sarni S.R.L.,Sarni Oil,45.94244,12.30451
36006,yes,yes,Carburanti 3.0 S.R.L.,Enercoop,45.87629,12.31332
5234,yes,,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,45.87094,12.27812
30741,yes,,Essebi S.N.C. di Sech Ervano & C.,Agip Eni,45.9248,12.15481
21616,yes,,Mz Service S.N.C. di Maugliani Antonio e Zanotto Rosanna,,45.81246,12.47836
17480,yes,,Brasil Carburante di Fongaro Sergio,,45.85591,12.47468
4304,yes,,Fonte Carburanti S.N.C. di Dallan Roberto & Moreno,Agip Eni,45.78529,11.88982
16833,yes,,Buoro Mauro,Energyca,45.90581,12.5104
6261,yes,,Smile di Torresan Graziella,Q8,45.7916,12.15848
39051,yes,,Costantin Distribuzione e Servizi S.R.L.,Costantin,45.89697,12.40014
5709,yes,,F.Lli Pizzol S.N.C. di Pizzol Lidio e Luciano,Agip Eni,45.92711,12.38133
24227,yes,,Sevenoil S.R.L.,SevenOil,45.71083,12.0838
30572,yes,,Bermax2000 S.R.L.,,45.74107,11.86658
12052,,yes,Cima Servizi S.R.L.,Energyca,45.8284,12.53766
7281,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.81319,12.52607
10552,yes,,Pol Giovanni,,45.84465,12.33581
15714,yes,,Stazione di Servizio di Gazzola Enrico & C. S.N.C.,Esso,45.79305,11.97241
14865,yes,,Cimbro Massimiliano,Agip Eni,45.58853,12.30746
6489,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.56739,12.25991
16488,yes,yes,Stazione di Servizio Grg di Cucco Giannantonio,Trivengas,45.56191,12.21193
17430,yes,yes,Minervini Maurizio,Tamoil,45.65132,12.42475
21083,yes,,Galoil S.R.L.,,45.80702,12.02294
16597,yes,,Pighi S.A.S. di Rossetto Alberto e Francesco & C.,,45.64299,12.11842
31526,yes,,Vega Carburanti S.p.A.,Vega,45.76648,12.61091
31525,yes,,Vega Carburanti S.p.A.,Vega,45.80927,12.24969
16271,,yes,Autofficina Mb S.N.C di Mazzer A. e Bergamo G.,Agip Eni,45.76269,12.48468
24269,yes,,Cima Servizi S.R.L.,Energyca,45.76728,12.51183
17802,yes,,Tumiotto Francesco & C. S.N.C.,Agip Eni,45.79129,12.52835
12812,yes,,Querin Angelo e Giuseppe S.A.S.,Esso,45.76304,12.48517
38326,yes,,Gestra Oil S.R.L.,,45.79482,12.51589
16401,yes,,Ronco S.R.L.,,45.75157,12.41494
20247,yes,yes,Feltrina Carburanti S.R.L.,Agip Eni,45.72728,12.14208
41110,yes,,Vega Carburanti S.p.A.,Vega,45.67872,12.13398
4468,yes,,Parvo S.R.L.,Vega,45.67876,12.13398
8942,yes,,Gruppo Distribuzione Petroli S.R.L.,,45.88779,12.15758
27331,yes,,Coro S.R.L.,Total Erg,45.86057,12.54721
37413,yes,,Gestioni Europa - Società Per Azioni,Total Erg,45.63283,12.24018
35887,yes,,Vega Carburanti S.p.A.,Vega,45.62591,12.16447
12051,yes,yes,Cima Servizi S.R.L.,Energyca,45.89262,12.22368
13284,yes,,Benin Giovanni S.R.L.,,45.63567,11.97452
32165,yes,yes,Bianchi Luigi,,45.62005,11.94192
16507,,yes,Marchesan Rino,,45.64677,11.94517
35741,yes,,Marcon Aldo di Moreno e Renzo Marcon S.N.C.,Agip Eni,45.68075,12.34993
15470,yes,,Solda' Alfeo e C. - S.N.C.,Xoil,45.66046,12.33128
4604,yes,,Dassie' S.N.C. di Dassie' Bruno & C.,Agip Eni,45.91611,12.35029
18620,yes,,Borsoi Mario,,45.90374,12.33154
31529,yes,,Vega Carburanti S.p.A.,Vega,45.78231,12.41158
21123,yes,yes,La Metano Treviso S.R.L.,,45.88472,12.33333
31852,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.77984,11.84901
8853,yes,,Biliato Giovanni S.N.C.,,45.87022,12.15934
15352,yes,,Pegorer Mauro,Agip Eni,45.64491,12.33089
21119,yes,yes,La Metano Treviso S.R.L.,,45.86955,12.24881
9663,yes,,Costa Carburanti S.R.L.,Costa Carburanti,45.74205,12.06491
21084,yes,,Galoil S.R.L.,,45.72883,12.07061
6107,yes,,Api-due S.N.C. di Tonon P. & C.,Api-Ip,45.65548,12.27331
18490,yes,,Giotto Duilio di Giotto Duilio e C. S.A.S.,Repsol,45.67669,12.22203
21113,,yes,La Metano Treviso S.R.L.,,45.67878,12.26579
25638,yes,,Granello Fabio & C. S.A.S.,,45.67582,12.23503
32859,yes,,Stazione di Servizio Gashi Rexhep,Agip Eni,45.65011,12.18586
6102,yes,,Tonon Moreno,,45.66565,12.22284
31528,,yes,Vega Carburanti S.p.A.,Vega,45.65247,12.2202
31527,yes,,Vega Carburanti S.p.A.,Vega,45.65192,12.22017
7282,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.87216,12.00602
10553,yes,yes,Pol Giovanni,,45.80598,12.34592
11164,yes,yes,Bertelli Assunta,Agip Eni,45.6868,12.03377
4353,yes,,Eurogas di Scattolon Luca & C. S.A.S.,,45.70298,12.25918
6320,yes,,Schieven S.A.S. di Schieven Augusto e C.,Agip Eni,45.73198,12.23262
31162,yes,yes,Gas Station S.A.S. di Nave Andrea,Agip Eni,45.73654,12.28042
34781,,yes,Russo S.A.S. di Russo Aniello & C.,Agip Eni,45.96705,12.31808
5746,yes,,Tocchet Moreno,Agip Eni,45.98062,12.31436
21089,yes,,Galoil S.R.L.,,45.77748,12.10502
38706,yes,,Cescutti Daniela,Agip Eni,45.87728,13.34855
14884,yes,,Area di Servizio Shell di Marta Ivan & C. S.A.S.,Q8,46.37257,13.06472
33926,yes,,S.I.A. Engineering Construction S.R.L.,Sia fuel,45.98954,13.0627
